Bin	Sequences	Proportion	Patterns	Percent Full
truncated_selfprime	9958.5	0.9955513345996201	969	100.0%
other	33.5	0.003348995301409577	41	100.0%
untileable_sequences	11.0	0.0010996700989703088	0	0.0%
Totals	10003.0	0.9999999999999999	1010


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
truncated_selfprime	9958.5	0.99555	969	1.0
Subclassification	Sequence Count	Repeats	Proportion of truncated_selfprime	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
truncated_selfprime	38.0	0	0.0038158357182306573	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-164](+) Payload[1-2865](+)
truncated_selfprime	37.0	0	0.0037154189888035346	forward_linear	False	False	True	P I P	Payload[1-2864](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	36.0	0	0.0036150022593764122	forward_linear	False	False	True	P I P	Payload[2-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	36.0	0	0.0036150022593764122	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[3-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	35.0	0	0.0035145855299492895	forward_linear	False	False	True	P I P	Payload[1-2863](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	33.0	0	0.0033137520710950445	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[2-2865](+)
truncated_selfprime	33.0	0	0.0033137520710950445	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-163](+) Payload[1-2865](+)
truncated_selfprime	31.0	0	0.0031129186122407994	forward_linear	False	False	True	P I P	Payload[3-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	30.0	0	0.0030125018828136767	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[3-2865](+)
truncated_selfprime	29.0	0	0.0029120851533865543	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2863](+)
truncated_selfprime	28.0	0	0.0028116684239594316	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-161](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	27.0	0	0.0027112516945323093	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-162](+) Payload[1-2865](+)
truncated_selfprime	27.0	0	0.0027112516945323093	forward_linear	True	False	True	P I P	Payload[1-2863](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	26.0	0	0.0026108349651051866	forward_linear	True	False	True	P I P	Payload[3-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	25.0	0	0.002510418235678064	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[5-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	24.0	0	0.0024100015062509415	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[5-165](+) Payload[1-2865](+)
truncated_selfprime	24.0	0	0.0024100015062509415	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2864](+)
truncated_selfprime	24.0	0	0.0024100015062509415	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-162](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	23.0	0	0.0023095847768238188	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2863](+)
truncated_selfprime	23.0	0	0.0023095847768238188	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-161](+) Payload[1-2865](+)
truncated_selfprime	22.0	0	0.0022091680473966964	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[3-165](+) Payload[1-2865](+)
truncated_selfprime	21.0	0	0.0021087513179695737	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-161](+) Payload[1-2865](+)
truncated_selfprime	21.0	0	0.0021087513179695737	forward_linear	True	False	True	P I P	Payload[1-2864](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	20.0	0	0.002008334588542451	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[5-165](+) Payload[1-2865](+)
truncated_selfprime	19.0	0	0.0019079178591153287	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[4-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	19.0	0	0.0019079178591153287	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-2865](+)
truncated_selfprime	19.0	0	0.0019079178591153287	forward_linear	True	False	True	P I P	Payload[1-2862](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	18.0	0	0.0018075011296882061	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[4-165](+) Payload[1-2865](+)
truncated_selfprime	18.0	0	0.0018075011296882061	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-162](+) Payload[1-2865](+)
truncated_selfprime	17.0	0	0.0017070844002610836	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2862](+)
truncated_selfprime	17.0	0	0.0017070844002610836	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[4-165](+) Payload[1-2865](+)
truncated_selfprime	9.0	0	0.0009037505648441031	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2862](+)
truncated_selfprime	8.5	0	0.0008535422001305418	forward_linear	False	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	8.5	0	0.0008535422001305418	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	7.0	0	0.0007029171059898579	forward_linear	False	False	True	P I P	Payload[1-2862](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	7.0	0	0.0007029171059898579	forward_linear	True	False	True	P I P	Payload[1-2861](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	6.0	0	0.0006025003765627354	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[7-165](+) Payload[1-2865](+)
truncated_selfprime	6.0	0	0.0006025003765627354	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2861](+)
truncated_selfprime	6.0	0	0.0006025003765627354	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2861](+)
truncated_selfprime	6.0	0	0.0006025003765627354	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-159](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	6.0	0	0.0006025003765627354	forward_linear	False	False	True	P I P	Payload[1-2861](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	5.5	0	0.0005522920118491741	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	5.5	0	0.0005522920118491741	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	5.0	0	0.0005020836471356127	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	5.0	0	0.0005020836471356127	forward_linear	True	False	True	P I P	Payload[4-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[4-2865](+)
truncated_selfprime	5.0	0	0.0005020836471356127	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-160](+) Payload[1-2865](+)
truncated_selfprime	5.0	0	0.0005020836471356127	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-159](+) Payload[1-2865](+)
truncated_selfprime	5.0	0	0.0005020836471356127	forward_linear	False	False	True	P I P	Payload[4-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	5.0	0	0.0005020836471356127	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	5.0	0	0.0005020836471356127	forward_linear	True	False	True	P I P	Payload[4-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	5.0	0	0.0005020836471356127	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	4.5	0	0.00045187528242205153	forward_linear	False	False	True	P I P	Payload[2-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	4.5	0	0.00045187528242205153	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	4.5	0	0.00045187528242205153	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[4-2865](+)
truncated_selfprime	4.5	0	0.00045187528242205153	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	4.0	0	0.0004016669177084902	forward_linear	False	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	4.0	0	0.0004016669177084902	forward_linear	False	False	True	P I P	Payload[4-2865](+) ITR-FLIP[3-165](+) Payload[1-2865](+)
truncated_selfprime	4.0	0	0.0004016669177084902	forward_linear	False	False	True	P I P	Payload[4-2865](+) ITR-FLIP[1-165](+) Payload[4-2865](+)
truncated_selfprime	4.0	0	0.0004016669177084902	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[7-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	4.0	0	0.0004016669177084902	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[6-165](+) Payload[1-2865](+)
truncated_selfprime	4.0	0	0.0004016669177084902	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-160](+) Payload[1-2865](+)
truncated_selfprime	4.0	0	0.0004016669177084902	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-160](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	4.0	0	0.0004016669177084902	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	4.0	0	0.0004016669177084902	reverse_linear	True	False	True	P I P	Payload[1-2864](-) ITR-FLIP[3-164](-) ITR-FLIP[1-164](-) Payload[1-2865](-)
truncated_selfprime	3.5	0	0.00035145855299492895	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.5	0	0.00035145855299492895	reverse_linear	False	False	True	P I P	Payload[1-2864](-) ITR-FLIP[3-164](-) Payload[1-2865](-)
truncated_selfprime	3.5	0	0.00035145855299492895	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.5	0	0.00035145855299492895	reverse_linear	True	False	True	P I P	Payload[1-2864](-) ITR-FLIP[1-164](-) ITR-FLIP[1-164](-) Payload[4-2865](-)
truncated_selfprime	3.5	0	0.00035145855299492895	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.5	0	0.00035145855299492895	reverse_linear	True	False	True	P I P	Payload[1-2864](-) ITR-FLIP[1-164](-) ITR-FLIP[1-164](-) Payload[1-2865](-)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[6-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[5-2865](+) ITR-FLIP[5-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) Payload[4-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) Payload[2-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[5-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[4-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-163](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-162](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[4-2865](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[3-2865](+) ITR-FLIP[3-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[3-2865](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[2-2865](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[6-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[5-165](+) Payload[4-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[5-165](+) ITR-FLIP[1-165](+) Payload[4-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[3-165](+) Payload[4-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[2-164](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[6-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[7-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[6-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-164](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-163](+) Payload[2-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-163](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[1-2864](+) ITR-FLIP[1-165](+) Payload[4-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[1-2863](+) ITR-FLIP[1-163](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[3-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[4-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-162](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	reverse_linear	False	False	True	P I P	Payload[1-2864](-) ITR-FLIP[1-164](-) Payload[4-2865](-)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	reverse_linear	True	False	True	P I P	Payload[1-2864](-) ITR-FLIP[1-164](-) ITR-FLIP[1-164](-) Payload[5-2865](-)
truncated_selfprime	3.0	0	0.0003012501882813677	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-2865](+)
truncated_selfprime	3.0	0	0.0003012501882813677	reverse_linear	True	False	True	P I P	Payload[1-2864](-) ITR-FLIP[1-164](-) ITR-FLIP[1-164](-) Payload[1-2865](-)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	True	False	True	P I P	Payload[2-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-163](+) Payload[1-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	False	False	True	P I P	Payload[4-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	reverse_linear	False	False	True	P I P	Payload[1-2864](-) ITR-FLIP[1-164](-) Payload[1-2865](-)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	False	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-163](+) Payload[1-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	reverse_linear	False	False	True	P I P	Payload[1-2864](-) ITR-FLIP[1-164](-) Payload[1-2865](-)
truncated_selfprime	2.5	0	0.00025104182356780637	forward_linear	True	False	True	P I P	Payload[1-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[5-2865](+)
truncated_selfprime	2.5	0	0.00025104182356780637	reverse_linear	True	False	True	P I P	Payload[1-2864](-) ITR-FLIP[1-164](-) ITR-FLIP[1-164](-) Payload[1-2865](-)
truncated_selfprime	2.0	0	0.0002008334588542451	forward_linear	False	False	True	P I P	Payload[7-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	2.0	0	0.0002008334588542451	forward_linear	False	False	True	P I P	Payload[6-2865](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	2.0	0	0.0002008334588542451	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[5-165](+) ITR-FLIP[1-165](+) Payload[1-2865](+)
truncated_selfprime	2.0	0	0.0002008334588542451	forward_linear	False	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) Payload[1-2863](+)
truncated_selfprime	2.0	0	0.0002008334588542451	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[3-165](+) Payload[1-2865](+)
truncated_selfprime	2.0	0	0.0002008334588542451	forward_linear	True	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[4-2865](+)
truncated_selfprime	2.0	0	0.0002008334588542451	forward_linear	False	False	True	P I P	Payload[5-2865](+) ITR-FLIP[1-164](+) Payload[1-2865](+)
