Bin	Sequences	Proportion	Patterns	Percent Full
doubled_payload	9965.0	0.9965	5920	0.2809834420471651%
payload_only	21.0	0.0021	19	0.0%
other	12.0	0.0012	13	0.0%
untileable_sequences	2.0	0.0002	0	0.0%
Totals	10000.0	1.0	5952


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
doubled_payload	9965.0	0.9965	5920	0.0028098344204716508
Subclassification	Sequence Count	Repeats	Proportion of doubled_payload	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
doubled_payload	12.0	0	0.0012042147516307074	non_linear	False	False	False	P P	Payload[3-75](+) Payload[3-75](-)
doubled_payload	12.0	0	0.0012042147516307074	non_linear	False	False	False	P P	Payload[3-384](+) Payload[3-361](-)
doubled_payload	12.0	0	0.0012042147516307074	non_linear	False	False	False	P P	Payload[3-32](+) Payload[3-49](-)
doubled_payload	12.0	0	0.0012042147516307074	non_linear	False	False	False	P P	Payload[2655-2865](-) Payload[2678-2865](+)
doubled_payload	12.0	0	0.0012042147516307074	non_linear	False	False	False	P P	Payload[2618-2865](-) Payload[2597-2865](+)
doubled_payload	12.0	0	0.0012042147516307074	non_linear	False	False	False	P P	Payload[2378-2865](-) Payload[2400-2865](+)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[724-2865](-) Payload[694-2865](+)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[308-2865](-) Payload[350-2865](+)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[3-736](+) Payload[3-624](-)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[3-445](+) Payload[3-445](-)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[2788-2865](-) Payload[2776-2865](+)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[2617-2865](-) Payload[2592-2865](+)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[2-1244](+) Payload[2-1244](-)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[1464-2865](-) Payload[1571-2865](+)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[1225-2865](-) Payload[1212-2865](+)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[1038-2865](-) Payload[1050-2865](+)
doubled_payload	11.0	0	0.0011038635223281485	non_linear	False	False	False	P P	Payload[1025-2865](-) Payload[1051-2865](+)
doubled_payload	10.0	0	0.0010035122930255895	non_linear	False	False	False	P P	Payload[3-233](+) Payload[3-233](-)
doubled_payload	10.0	0	0.0010035122930255895	non_linear	False	False	False	P P	Payload[2617-2865](-) Payload[2594-2865](+)
doubled_payload	10.0	0	0.0010035122930255895	non_linear	False	False	False	P P	Payload[2592-2865](-) Payload[2617-2865](+)
doubled_payload	10.0	0	0.0010035122930255895	non_linear	False	False	False	P P	Payload[242-2865](-) Payload[244-2865](+)
doubled_payload	10.0	0	0.0010035122930255895	non_linear	False	False	False	P P	Payload[2-392](+) Payload[2-447](-)
doubled_payload	10.0	0	0.0010035122930255895	non_linear	False	False	False	P P	Payload[2-1381](+) Payload[2-1390](-)
doubled_payload	10.0	0	0.0010035122930255895	non_linear	False	False	False	P P	Payload[1720-2865](-) Payload[1677-2865](+)
doubled_payload	10.0	0	0.0010035122930255895	non_linear	False	False	False	P P	Payload[1282-2865](-) Payload[1275-2865](+)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[9-2865](-) Payload[21-2865](+)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[557-2865](-) Payload[660-2865](+)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[3-49](+) Payload[3-32](-)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[3-125](+) Payload[3-118](-)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[3-118](+) Payload[3-125](-)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[2535-2865](-) Payload[1800-2865](+)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[2417-2865](-) Payload[2439-2865](+)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[1945-2865](-) Payload[1958-2865](+)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[170-2865](-) Payload[170-2865](+)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[1275-2865](-) Payload[1282-2865](+)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[1212-2865](-) Payload[1225-2865](+)
doubled_payload	9.0	0	0.0009031610637230306	non_linear	False	False	False	P P	Payload[1003-2865](-) Payload[971-2865](+)
doubled_payload	8.0	0	0.0008028098344204717	non_linear	False	False	False	P P	Payload[971-2865](-) Payload[1003-2865](+)
doubled_payload	8.0	0	0.0008028098344204717	non_linear	False	False	False	P P	Payload[779-2865](-) Payload[829-2865](+)
doubled_payload	8.0	0	0.0008028098344204717	non_linear	False	False	False	P P	Payload[3-324](+) Payload[3-231](-)
doubled_payload	8.0	0	0.0008028098344204717	non_linear	False	False	False	P P	Payload[3-101](+) Payload[3-99](-)
doubled_payload	8.0	0	0.0008028098344204717	non_linear	False	False	False	P P	Payload[2678-2865](-) Payload[2655-2865](+)
doubled_payload	8.0	0	0.0008028098344204717	non_linear	False	False	False	P P	Payload[2-396](+) Payload[2-396](-)
doubled_payload	8.0	0	0.0008028098344204717	non_linear	False	False	False	P P	Payload[1591-2865](-) Payload[1469-2865](+)
doubled_payload	8.0	0	0.0008028098344204717	non_linear	False	False	False	P P	Payload[1416-2865](-) Payload[1425-2865](+)
doubled_payload	8.0	0	0.0008028098344204717	non_linear	False	False	False	P P	Payload[1301-2865](-) Payload[1362-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[949-2865](-) Payload[918-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[918-2865](-) Payload[949-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[717-2865](-) Payload[697-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[564-2865](-) Payload[675-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[5-244](+) Payload[3-244](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[4-232](+) Payload[3-317](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[3-98](+) Payload[3-106](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[3-375](+) Payload[3-346](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[3-363](+) Payload[3-356](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[3-317](+) Payload[4-232](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[3-260](+) Payload[3-248](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[3-244](+) Payload[9-244](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[3-244](+) Payload[5-244](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[3-231](+) Payload[3-324](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[2806-2865](-) Payload[2700-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[2762-2865](-) Payload[2778-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[2675-2865](-) Payload[2667-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[2499-2865](-) Payload[2499-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[2439-2865](-) Payload[2417-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[2377-2865](-) Payload[2402-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[2-211](+) Payload[2-219](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[2-1122](+) Payload[2-1114](-)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[1469-2865](-) Payload[1591-2865](+)
doubled_payload	7.0	0	0.0007024586051179127	non_linear	False	False	False	P P	Payload[1386-2865](-) Payload[1361-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[921-2865](-) Payload[963-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[829-2865](-) Payload[779-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[7-312](+) Payload[3-455](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[694-2865](-) Payload[724-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[661-2865](-) Payload[562-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[658-2865](-) Payload[557-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[586-2865](-) Payload[669-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[4-244](+) Payload[3-244](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[3-99](+) Payload[3-101](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[3-725](+) Payload[3-617](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[3-441](+) Payload[3-312](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[3-251](+) Payload[3-268](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[3-248](+) Payload[3-260](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[3-111](+) Payload[3-95](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[3-109](+) Payload[3-109](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[3-106](+) Payload[3-98](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[2823-2865](-) Payload[2806-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[2484-2865](-) Payload[2472-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[244-2865](-) Payload[242-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[244-2865](-) Payload[159-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[2260-2865](-) Payload[2215-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[2215-2865](-) Payload[2260-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[2198-2865](-) Payload[2376-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[2-97](+) Payload[2-97](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[2-449](+) Payload[2-437](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[2-218](+) Payload[2-238](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[2-16](+) Payload[2-24](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[2-1431](+) Payload[2-1441](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[1958-2865](-) Payload[1945-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[1800-2865](-) Payload[2535-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[1425-2865](-) Payload[1416-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[1417-2865](-) Payload[1422-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[1297-2865](-) Payload[1325-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[1162-2865](-) Payload[1941-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[1043-2865](-) Payload[1043-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[1026-2865](-) Payload[1021-2865](+)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[4-244](+) Payload[3-244](-)
doubled_payload	6.0	0	0.0006021073758153537	non_linear	False	False	False	P P	Payload[3-244](+) Payload[3-244](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[963-2865](-) Payload[921-2865](+)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[674-2865](-) Payload[578-2865](+)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[566-2865](-) Payload[675-2865](+)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[5-392](+) Payload[2-392](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[5-232](+) Payload[3-317](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[4-1111](+) Payload[2-1122](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[3-92](+) Payload[3-90](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[3-80](+) Payload[3-94](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[3-374](+) Payload[3-387](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[3-361](+) Payload[3-384](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[3-317](+) Payload[5-232](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[3-245](+) Payload[3-243](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[3-244](+) Payload[3-244](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[3-232](+) Payload[3-317](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[3-1016](+) Payload[3-1016](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	True	P P	Payload[28-2865](-) Payload[2-2865](+)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2776-2865](-) Payload[2788-2865](+)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2695-2865](-) Payload[2685-2865](+)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2458-2865](-) Payload[2522-2865](+)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2178-2865](-) Payload[2104-2865](+)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2-447](+) Payload[2-392](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2-198](+) Payload[2-155](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2-167](+) Payload[2-161](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2-160](+) Payload[2-159](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2-159](+) Payload[2-159](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2-155](+) Payload[2-198](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2-1390](+) Payload[2-1381](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2-1114](+) Payload[2-1122](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[2-1105](+) Payload[2-1106](-)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[1951-2865](-) Payload[1932-2865](+)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[1923-2865](-) Payload[1913-2865](+)
doubled_payload	5.0	0	0.0005017561465127947	non_linear	False	False	False	P P	Payload[1864-2865](-) Payload[1348-2865](+)
