Bin	Sequences	Proportion	Patterns	Percent Full
expected	9970.0	0.9969003099690031	1360	100.0%
irregular_payload	25.0	0.0024997500249975004	27	0.0%
untileable_sequences	6.0	0.0005999400059994001	0	0.0%
Totals	10001.0	1.0	1387


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
expected	9970.0	0.9969	1360	1.0
Subclassification	Sequence Count	Repeats	Proportion of expected	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
expected	21.0	0	0.0021063189568706116	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
expected	21.0	0	0.0021063189568706116	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[3-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	21.0	0	0.0021063189568706116	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
expected	21.0	0	0.0021063189568706116	forward_linear	False	False	True	I P I	ITR-FLIP[1-143](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	20.0	0	0.0020060180541624875	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-165](-)
expected	20.0	0	0.0020060180541624875	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-2865](+) ITR-FLIP[21-165](-)
expected	20.0	0	0.0020060180541624875	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
expected	19.0	0	0.001905717151454363	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-164](-)
expected	19.0	0	0.001905717151454363	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[2-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	19.0	0	0.001905717151454363	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	19.0	0	0.001905717151454363	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
expected	19.0	0	0.001905717151454363	forward_linear	True	False	True	I P I	ITR-FLIP[1-144](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	18.0	0	0.0018054162487462387	forward_linear	False	False	True	I P I	ITR-FLIP[3-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	18.0	0	0.0018054162487462387	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[24-165](-)
expected	18.0	0	0.0018054162487462387	forward_linear	True	False	True	I P I	ITR-FLIP[1-143](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	17.0	0	0.0017051153460381143	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-162](-)
expected	17.0	0	0.0017051153460381143	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-143](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	17.0	0	0.0017051153460381143	forward_linear	True	False	True	I P I	ITR-FLIP[1-143](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	17.0	0	0.0017051153460381143	forward_linear	True	False	True	I P I	ITR-FLIP[1-142](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	16.0	0	0.0016048144433299899	forward_linear	True	False	True	I P I	ITR-FLIP[3-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	16.0	0	0.0016048144433299899	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[2-2865](+) ITR-FLIP[21-165](-)
expected	16.0	0	0.0016048144433299899	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
expected	16.0	0	0.0016048144433299899	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
expected	16.0	0	0.0016048144433299899	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	15.0	0	0.0015045135406218655	forward_linear	False	False	True	I P I	ITR-FLIP[4-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	15.0	0	0.0015045135406218655	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2863](+) ITR-FLIP[21-165](-)
expected	15.0	0	0.0015045135406218655	forward_linear	True	False	True	I P I	ITR-FLIP[1-142](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	15.0	0	0.0015045135406218655	forward_linear	False	False	True	I P I	ITR-FLIP[1-142](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	14.0	0	0.0014042126379137413	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-164](-)
expected	14.0	0	0.0014042126379137413	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-162](-)
expected	14.0	0	0.0014042126379137413	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-163](-)
expected	14.0	0	0.0014042126379137413	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	14.0	0	0.0014042126379137413	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-162](-)
expected	14.0	0	0.0014042126379137413	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-144](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	14.0	0	0.0014042126379137413	forward_linear	True	False	True	I P I	ITR-FLIP[1-142](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	13.0	0	0.001303911735205617	forward_linear	True	False	True	I P I	ITR-FLIP[2-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	13.0	0	0.001303911735205617	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[24-165](-)
expected	13.0	0	0.001303911735205617	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[5-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	13.0	0	0.001303911735205617	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[4-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	13.0	0	0.001303911735205617	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[24-165](-)
expected	13.0	0	0.001303911735205617	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-161](-) ITR-FLIP[21-165](-)
expected	13.0	0	0.001303911735205617	forward_linear	False	False	True	I P I	ITR-FLIP[1-144](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	12.0	0	0.0012036108324974925	forward_linear	True	False	True	I P I	ITR-FLIP[5-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	12.0	0	0.0012036108324974925	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[3-2865](+) ITR-FLIP[21-165](-)
expected	12.0	0	0.0012036108324974925	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	12.0	0	0.0012036108324974925	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	12.0	0	0.0012036108324974925	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[21-165](-)
expected	12.0	0	0.0012036108324974925	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-161](-)
expected	11.0	0	0.0011033099297893681	forward_linear	False	False	True	I P I	ITR-FLIP[5-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	11.0	0	0.0011033099297893681	forward_linear	True	False	True	I P I	ITR-FLIP[4-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	11.0	0	0.0011033099297893681	forward_linear	True	False	True	I P I	ITR-FLIP[4-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	11.0	0	0.0011033099297893681	forward_linear	True	False	True	I P I	ITR-FLIP[4-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	11.0	0	0.0011033099297893681	forward_linear	True	False	True	I P I	ITR-FLIP[2-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	11.0	0	0.0011033099297893681	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-161](-) ITR-FLIP[21-165](-)
expected	11.0	0	0.0011033099297893681	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-161](-)
expected	11.0	0	0.0011033099297893681	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2864](+) ITR-FLIP[21-165](-)
expected	11.0	0	0.0011033099297893681	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-161](-)
expected	11.0	0	0.0011033099297893681	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	11.0	0	0.0011033099297893681	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	11.0	0	0.0011033099297893681	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-144](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	10.0	0	0.0010030090270812437	forward_linear	True	False	True	I P I	ITR-FLIP[5-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	10.0	0	0.0010030090270812437	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[21-165](-)
expected	10.0	0	0.0010030090270812437	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2862](+) ITR-FLIP[21-165](-)
expected	10.0	0	0.0010030090270812437	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[4-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	10.0	0	0.0010030090270812437	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-2865](+) ITR-FLIP[21-165](-)
expected	10.0	0	0.0010030090270812437	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[21-165](-)
expected	10.0	0	0.0010030090270812437	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-162](-)
expected	10.0	0	0.0010030090270812437	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2864](+) ITR-FLIP[21-165](-)
expected	10.0	0	0.0010030090270812437	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2862](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	9.0	0	0.0009027081243731193	forward_linear	True	False	True	I P I	ITR-FLIP[5-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	9.0	0	0.0009027081243731193	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[5-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	8.0	0	0.0008024072216649949	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[24-165](-)
expected	8.0	0	0.0008024072216649949	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[21-165](-)
expected	8.0	0	0.0008024072216649949	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-161](-)
expected	7.0	0	0.0007021063189568707	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[3-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	7.0	0	0.0007021063189568707	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2862](+) ITR-FLIP[21-165](-)
expected	6.0	0	0.0006018054162487463	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2861](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	6.0	0	0.0006018054162487463	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2861](+) ITR-FLIP[21-165](-)
expected	5.0	0	0.0005015045135406219	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2862](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	5.0	0	0.0005015045135406219	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-160](-)
expected	4.0	0	0.00040120361083249747	forward_linear	False	False	True	I P I	ITR-FLIP[2-145](-) Payload[5-2865](+) ITR-FLIP[21-165](-)
expected	4.0	0	0.00040120361083249747	forward_linear	True	False	True	I P I	ITR-FLIP[2-145](-) ITR-FLIP[1-146](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	4.0	0	0.00040120361083249747	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[20-165](-) ITR-FLIP[21-164](-)
expected	4.0	0	0.00040120361083249747	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2861](+) ITR-FLIP[21-165](-)
expected	4.0	0	0.00040120361083249747	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[20-165](-) ITR-FLIP[21-164](-)
expected	3.0	0	0.00030090270812437313	forward_linear	True	False	True	I P I	ITR-FLIP[7-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	3.0	0	0.00030090270812437313	forward_linear	False	False	True	I P I	ITR-FLIP[6-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	3.0	0	0.00030090270812437313	forward_linear	True	False	True	I P I	ITR-FLIP[6-145](-) ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	3.0	0	0.00030090270812437313	forward_linear	True	False	True	I P I	ITR-FLIP[5-145](-) ITR-FLIP[1-145](-) Payload[5-2865](+) ITR-FLIP[21-165](-)
expected	3.0	0	0.00030090270812437313	forward_linear	True	False	True	I P I	ITR-FLIP[2-145](-) ITR-FLIP[1-146](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
expected	3.0	0	0.00030090270812437313	forward_linear	True	False	True	I P I	ITR-FLIP[2-145](-) ITR-FLIP[1-145](-) Payload[5-2865](+) ITR-FLIP[21-165](-)
expected	3.0	0	0.00030090270812437313	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[5-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	3.0	0	0.00030090270812437313	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-160](-)
expected	3.0	0	0.00030090270812437313	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-159](-)
expected	3.0	0	0.00030090270812437313	forward_linear	False	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2865](+) ITR-FLIP[21-159](-)
expected	3.0	0	0.00030090270812437313	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) Payload[1-2861](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
expected	3.0	0	0.00030090270812437313	forward_linear	True	False	True	I P I	ITR-FLIP[1-145](-) ITR-FLIP[7-145](-) Payload[1-2865](+) ITR-FLIP[21-165](-)
