Bin	Sequences	Proportion	Patterns	Percent Full
expected_selfprime	206495.5	0.9409597542970672	7690	100.0%
snapback	3876.5	0.01766445509724222	2926	6.990842254611119%
truncated_selfprime	2170.0	0.009888267138144105	1959	1.2903225806451613%
other	1934.0	0.008812861126806773	1690	7.730093071354706%
expected	1741.0	0.00793339773617921	864	100.0%
truncated_right	651.0	0.0029664801414432313	595	0.6912442396313364%
extended	632.0	0.0028799008439203107	665	99.68354430379746%
itr_only	500.0	0.0022784025663926508	91	0.0%
snapback_selfprime	457.0	0.0020824599456828827	487	0.2188183807439825%
truncated_left	372.0	0.0016951315093961322	399	1.2096774193548387%
irregular_payload	346.0	0.0015766545759437144	358	26.011560693641616%
payload_only	141.0	0.0006425095237227275	142	0.0%
doubled_payload	107.0	0.0004875781492080273	112	0.0%
truncated_sp_IPP	16.5	7.518728469095748e-05	18	0.0%
truncated_sp_PPI	12.5	5.696006415981627e-05	14	8.0%
Totals	219452.0	0.9999999999999999	18010


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
expected_selfprime	206495.5	0.94096	7690	1.0
Subclassification	Sequence Count	Repeats	Proportion of expected_selfprime	Linearity	Contains Irregular ITRs	Contains Homopolymer	Contains a Full Payload	Tokenized	Tile Pattern
expected_selfprime	5030.0	1	0.024358884334041177	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	4911.0	1	0.02378260058935909	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	3230.0	1	0.01564198735565666	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	3029.0	1	0.014668600526403723	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2905.0	1	0.0140681031790039	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	2899.0	1	0.014039046855742619	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	2792.0	1	0.013520875757583095	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	2705.0	1	0.01309955907029451	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	2699.0	1	0.013070502747033228	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	2679.0	1	0.01297364833616229	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	931.0	1	0.004508572826042214	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	868.0	1	0.004203481431798756	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	851.0	1	0.0041211551825584575	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	780.0	1	0.003777322023966624	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	674.0	1	0.003263993646350647	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	652.0	1	0.003157453794392614	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	644.0	1	0.0031187120300442384	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	638.0	1	0.0030896557067829566	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	633.0	1	0.003065442104065222	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	623.0	1	0.0030170148986297524	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	608.0	1	0.0029443740904765477	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	601.0	1	0.002910475046671719	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	555.0	1	0.002687709901668559	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	553.0	1	0.0026780244605814655	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	515.0	1	0.002494001079926681	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	508.0	1	0.0024601020361218525	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	503.0	1	0.002435888433404118	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[23-165](-)
expected_selfprime	500.0	1	0.002421360271773477	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	485.0	1	0.002348719463620273	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-143](+)
expected_selfprime	483.0	1	0.0023390340225331787	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	483.0	1	0.0023390340225331787	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-143](+)
expected_selfprime	454.0	1	0.002198595126770317	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	451.0	1	0.002184066965139676	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[23-165](-)
expected_selfprime	440.0	1	0.0021307970391606598	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	438.0	1	0.0021211115980735657	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	419.0	1	0.0020290999077461737	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	413.0	1	0.002000043584484892	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	397.5	1	0.001924981416059914	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	397.5	1	0.001924981416059914	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	380.5	1	0.001842655166819616	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	380.5	1	0.001842655166819616	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	349.0	1	0.0016901094696978869	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	248.0	1	0.0012009946947996446	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	239.0	1	0.001157410209907722	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	238.0	1	0.001152567489364175	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	225.0	1	0.0010896121222980647	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	217.0	1	0.001050870357949689	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[23-165](-)
expected_selfprime	210.0	1	0.0010169713141448603	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[23-165](-)
expected_selfprime	199.0	1	0.0009637013881658438	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-142](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-142](+)
expected_selfprime	197.0	1	0.0009540159470787498	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-143](+)
expected_selfprime	192.0	1	0.0009298023443610152	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-142](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-142](+)
expected_selfprime	182.0	1	0.0008813751389255455	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-143](+)
expected_selfprime	166.0	1	0.0008038916102287943	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[24-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[24-165](-)
expected_selfprime	166.0	1	0.0008038916102287943	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	165.0	1	0.0007990488896852474	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	163.0	1	0.0007893634485981535	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	158.0	1	0.0007651498458804187	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[24-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[24-165](-)
expected_selfprime	148.0	1	0.0007167226404449492	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	143.0	1	0.0006925090377272144	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	142.0	1	0.0006876663171836674	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	142.0	1	0.0006876663171836674	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	141.0	1	0.0006828235966401205	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-141](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-141](+)
expected_selfprime	138.0	1	0.0006682954350094797	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-141](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-141](+)
expected_selfprime	137.0	1	0.0006634527144659326	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[25-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[25-165](-)
expected_selfprime	131.0	1	0.000634396391204651	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[25-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[25-165](-)
expected_selfprime	131.0	1	0.000634396391204651	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	130.0	1	0.0006295536706611039	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	122.5	1	0.0005932332665845018	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	122.5	1	0.0005932332665845018	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-144](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	116.0	1	0.0005617555830514467	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	115.0	1	0.0005569128625078996	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	111.0	1	0.0005375419803337119	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	111.0	1	0.0005375419803337119	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	107.0	1	0.000518171098159524	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	106.0	1	0.0005133283776159771	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[24-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-142](+)
expected_selfprime	105.0	1	0.0005084856570724301	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-145](-) Payload[1-1831](-) ITR-FLIP[26-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	103.0	1	0.0004988002159853363	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-103](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-103](+)
expected_selfprime	100.0	1	0.0004842720543546954	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-142](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[24-165](-)
expected_selfprime	98.0	1	0.00047458661326760145	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-142](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[24-165](-)
expected_selfprime	97.0	1	0.0004697438927240545	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[24-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-142](+)
expected_selfprime	96.0	1	0.0004649011721805076	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-141](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[25-165](-)
expected_selfprime	95.0	1	0.00046005845163696064	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	94.0	1	0.00045521573109341364	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[22-165](-)
expected_selfprime	90.0	1	0.00043584484891922583	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-145](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	88.0	1	0.00042615940783213195	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-143](+)
expected_selfprime	87.0	1	0.00042131668728858496	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[5-145](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-145](+)
expected_selfprime	87.0	1	0.00042131668728858496	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-143](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-143](+)
expected_selfprime	86.0	1	0.000416473966745038	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-137](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-137](+)
expected_selfprime	86.0	1	0.000416473966745038	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-103](-) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[1-103](+)
expected_selfprime	85.0	1	0.0004116312462014911	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[23-165](-)
expected_selfprime	85.0	1	0.0004116312462014911	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-161](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	84.0	1	0.00040678852565794414	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[63-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[63-165](-)
expected_selfprime	84.0	1	0.00040678852565794414	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[23-165](-)
expected_selfprime	84.0	1	0.00040678852565794414	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[1-141](-) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[25-165](-)
expected_selfprime	83.0	1	0.00040194580511439715	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-165](+) Payload[1-1831](-) ITR-FLIP[25-140](+) Payload[1-1831](+) ITR-FLIP[21-165](-)
expected_selfprime	80.0	1	0.0003874176434837563	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[23-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[1-144](+)
expected_selfprime	80.0	1	0.0003874176434837563	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[22-165](+) Payload[1-1831](-) ITR-FLIP[25-141](+) Payload[1-1831](+) ITR-FLIP[23-165](-)
expected_selfprime	80.0	1	0.0003874176434837563	non_linear	False	False	True	I AND P AND I AND P AND I	ITR-FLIP[21-161](+) Payload[1-1831](-) ITR-FLIP[25-141](-) Payload[1-1831](+) ITR-FLIP[21-165](-)
