Bin	Sequences	Proportion	Patterns	Percent Full
truncated_snapback_selfprime	9878.0	0.9877012298770123	10682	1.1945738003644462%
other	116.0	0.0115988401159884	129	2.586206896551724%
payload_only	6.0	0.0005999400059994001	4	0.0%
untileable_sequences	1.0	9.999000099990002e-05	0	0.0%
Totals	10001.0	1.0	10815


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
truncated_snapback_selfprime	9878.0	0.9877	10682	0.011945738003644462
Subclassification	Sequence Count	Repeats	Proportion of truncated_snapback_selfprime	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
truncated_snapback_selfprime	1.0	5	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I P P I	Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[926-2865](-) Payload[694-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2685-2865](-) Payload[2695-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[246-2865](-) Payload[154-2865](+) ITR-FLIP[1-165](+) Payload[1356-2865](-) Payload[1354-2865](+) ITR-FLIP[1-165](+) Payload[3-231](+) Payload[3-321](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	1	0.00010123506782749544	non_linear	True	False	False	P P I P P I	Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[4-2153](+) Payload[3-2164](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-233](+) Payload[3-233](-) ITR-FLIP[1-165](+) Payload[2-1270](+) Payload[2-1243](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	1	0.00010123506782749544	non_linear	True	False	False	P P I P P I	Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2768-2865](-) Payload[2791-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-159](+) Payload[2-159](-) ITR-FLIP[1-165](+) Payload[2-392](+) Payload[2-392](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-198](+) Payload[2-156](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[991-2865](-) Payload[988-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-312](+) Payload[3-455](-) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[3-244](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[991-2865](-) Payload[977-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1385-2865](-) Payload[1348-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-254](+) Payload[2-192](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	5	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I P P I	Payload[991-2865](-) Payload[826-2865](+) ITR-FLIP[1-165](+) Payload[2-1428](+) Payload[2-1421](-) ITR-FLIP[1-165](+) Payload[3-242](+) Payload[3-93](-) ITR-FLIP[1-165](+) Payload[2-1171](+) Payload[2-1176](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-187](+) Payload[2-183](-) ITR-FLIP[1-165](+) Payload[2-156](+) Payload[2-198](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	False	False	False	P P I P P I P P I	Payload[991-2865](-) Payload[826-2865](+) ITR-FLIP[1-165](+) Payload[1692-2865](-) Payload[1697-2865](+) ITR-FLIP[1-165](+) Payload[2-153](+) Payload[2-196](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	False	False	False	P P I P P I P P I P P I	Payload[991-2857](-) Payload[991-2865](+) ITR-FLIP[1-165](+) Payload[1278-2865](-) Payload[1279-2865](+) ITR-FLIP[1-165](+) Payload[2-392](+) Payload[2-194](-) ITR-FLIP[1-162](+) Payload[2210-2865](-) Payload[2198-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	False	False	False	P P I P P I P P I	Payload[990-2865](-) Payload[990-2865](+) ITR-FLIP[1-165](+) Payload[2780-2865](-) Payload[2784-2865](+) ITR-FLIP[1-165](+) Payload[3-532](+) Payload[3-532](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	5	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I P P I	Payload[990-2865](-) Payload[1004-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[4-244](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2618-2865](-) Payload[2597-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2563-2865](-) Payload[2617-2865](+) ITR-FLIP[1-165](+) Payload[3-725](+) Payload[3-617](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-441](+) Payload[3-233](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	5	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I P P I	Payload[988-2865](-) Payload[818-2865](+) ITR-FLIP[1-163](+) Payload[2-1350](+) Payload[2-1353](-) ITR-FLIP[1-165](+) Payload[3-232](+) Payload[3-317](-) ITR-FLIP[2-165](+) ITR-FLIP[1-165](+) Payload[2-392](+) Payload[2-392](-) ITR-FLIP[1-165](+) Payload[3-317](+) Payload[3-232](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-54](+) Payload[2-74](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[984-2865](-) Payload[984-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2823-2865](-) Payload[2823-2865](+) ITR-FLIP[1-165](+) Payload[2427-2865](-) Payload[2503-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	1	0.00010123506782749544	non_linear	True	False	False	P P I P P I	Payload[984-2865](-) Payload[984-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1575-2865](-) Payload[1466-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[984-2865](-) Payload[1001-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-727](+) Payload[3-635](-) ITR-FLIP[1-165](+) Payload[2617-2865](-) Payload[2594-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-1001](+) Payload[3-1015](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[982-2865](-) Payload[982-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-1417](+) Payload[2-1423](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-203](+) Payload[3-228](-) ITR-FLIP[1-165](+) Payload[495-2865](-) Payload[483-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1641-2865](-) Payload[1857-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[982-2865](-) Payload[1003-2865](+) ITR-FLIP[1-165](+) Payload[691-2865](-) Payload[691-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-189](+) Payload[2-458](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	1	0.00010123506782749544	non_linear	True	False	False	P P I P P I	Payload[982-2865](-) Payload[1002-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[3-244](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	1	0.00010123506782749544	non_linear	True	False	False	P P I P P I	Payload[982-2865](-) Payload[1002-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2153-2865](-) Payload[2152-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[980-2865](-) Payload[993-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1185-2865](-) Payload[1212-2865](+) ITR-FLIP[1-165](+) Payload[2-974](+) Payload[2-1002](-) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[3-244](-) ITR-FLIP[1-161](+) Payload[1954-2865](-) Payload[1954-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[98-2865](-) Payload[98-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[4-1385](+) Payload[2-1383](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[954-2865](-) Payload[954-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2527-2865](-) Payload[1885-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[247-2865](-) Payload[158-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[976-2865](-) Payload[995-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1569-2865](-) Payload[2487-2865](+) ITR-FLIP[1-165](+) Payload[2-216](+) Payload[2-228](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-315](+) Payload[3-315](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[976-2865](-) Payload[976-2865](+) ITR-FLIP[5-165](+) ITR-FLIP[1-165](+) Payload[2678-2865](-) Payload[2655-2865](+) ITR-FLIP[1-165](+) Payload[3-104](+) Payload[3-93](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1670-2865](-) Payload[1693-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	1	0.00010123506782749544	non_linear	False	False	False	P P I P P I	Payload[976-2865](-) Payload[963-2865](+) ITR-FLIP[1-165](+) Payload[1417-2865](-) Payload[1422-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[976-2865](-) Payload[1010-2865](+) ITR-FLIP[1-165](+) Payload[2-211](+) Payload[2-219](-) ITR-FLIP[1-165](+) Payload[1043-2865](-) Payload[1038-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2269-2865](-) Payload[447-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[975-2865](-) Payload[1004-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2535-2865](-) Payload[2520-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1670-2863](-) Payload[1688-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[974-2865](-) Payload[974-2865](+) ITR-FLIP[1-165](+) Payload[3-310](+) Payload[3-277](-) ITR-FLIP[1-165](+) Payload[2-198](+) Payload[2-156](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2618-2865](-) Payload[2597-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1956-2865](-) Payload[1912-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[974-2865](-) Payload[974-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-1390](+) Payload[2-1381](-) ITR-FLIP[1-165](+) Payload[1330-2865](-) Payload[1296-2865](+) ITR-FLIP[1-165](+) Payload[1679-2865](-) Payload[1687-2865](+) ITR-FLIP[1-165](+) Payload[898-2865](-) Payload[866-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[973-2865](-) Payload[971-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2629-2865](-) Payload[2593-2865](+) ITR-FLIP[1-165](+) Payload[2467-2865](-) Payload[2479-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[702-2865](-) Payload[411-2865](+) ITR-FLIP[1-165](+) Payload[1385-2865](-) Payload[1348-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	1	0.00010123506782749544	non_linear	False	False	False	P P I P P I	Payload[973-2865](-) Payload[1002-2865](+) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[3-244](-) ITR-FLIP[21-163](-)
truncated_snapback_selfprime	1.0	4	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[973-2865](-) Payload[1002-2865](+) ITR-FLIP[1-165](+) Payload[158-2865](-) Payload[247-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1021-2865](-) Payload[1042-2865](+) ITR-FLIP[1-165](+) Payload[3-236](+) Payload[3-243](-) ITR-FLIP[1-165](+) Payload[943-2865](-) Payload[916-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	False	False	False	P P I P P I P P I	Payload[973-2865](-) Payload[1002-2865](+) ITR-FLIP[1-165](+) Payload[1085-2865](-) Payload[1004-2865](+) ITR-FLIP[1-165](+) Payload[1715-2865](-) Payload[1593-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[973-2865](-) Payload[1002-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1331-2865](-) Payload[1300-2865](+) ITR-FLIP[2-165](+) Payload[1348-2865](-) Payload[1385-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[909-2865](-) Payload[918-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	5	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I P P I	Payload[971-2865](-) Payload[998-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1573-2865](-) Payload[1550-2865](+) ITR-FLIP[1-165](+) Payload[730-2865](-) Payload[2575-2865](+) ITR-FLIP[1-165](+) Payload[2136-2865](-) Payload[2154-2865](+) ITR-FLIP[1-165](+) Payload[246-2865](-) Payload[154-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[9-2865](-) Payload[45-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[971-2865](-) Payload[971-2865](+) ITR-FLIP[1-165](+) Payload[672-2865](-) Payload[564-2865](+) ITR-FLIP[1-165](+) Payload[2-883](+) Payload[2-247](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-312](+) Payload[3-455](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[971-2865](-) Payload[1003-2865](+) ITR-FLIP[1-165](+) Payload[3-868](+) Payload[3-761](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[3-244](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[170-2865](-) Payload[170-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	False	False	False	P P I P P I P P I	Payload[971-2865](-) Payload[1003-2865](+) ITR-FLIP[1-165](+) Payload[3-369](+) Payload[3-353](-) ITR-FLIP[1-165](+) Payload[1021-2865](-) Payload[1042-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[971-2865](-) Payload[1003-2865](+) ITR-FLIP[1-165](+) Payload[1574-2865](-) Payload[1458-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1453-2865](-) Payload[1394-2865](+) ITR-FLIP[1-165](+) Payload[728-2865](-) Payload[728-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[970-2865](-) Payload[981-2865](+) ITR-FLIP[1-165](+) Payload[1501-2865](-) Payload[1480-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[3-244](-) ITR-FLIP[1-165](+) Payload[377-2865](-) Payload[245-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[970-2865](-) Payload[1301-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[245-2865](-) Payload[370-2865](+) ITR-FLIP[1-165](+) Payload[2178-2865](-) Payload[2104-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[970-2865](-) Payload[1295-2865](+) ITR-FLIP[1-165](+) Payload[2655-2865](-) Payload[2678-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[4-958](+) Payload[2-869](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[969-2865](-) Payload[1106-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-211](+) Payload[2-216](-) ITR-FLIP[1-165](+) Payload[694-2865](-) Payload[724-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	False	False	False	P P I P P I P P I	Payload[968-2865](-) Payload[945-2865](+) ITR-FLIP[1-165](+) Payload[2697-2865](-) Payload[2685-2865](+) ITR-FLIP[1-165](+) Payload[2-938](+) Payload[2-877](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	3	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I	Payload[968-2865](-) Payload[922-2865](+) ITR-FLIP[1-163](+) Payload[372-2865](-) Payload[245-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-232](+) Payload[3-317](-) ITR-FLIP[1-165](+) Payload[829-2865](-) Payload[779-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[966-2865](-) Payload[968-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[829-2865](-) Payload[779-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1385-2865](-) Payload[1348-2865](+) ITR-FLIP[1-165](+) Payload[1301-2865](-) Payload[1362-2865](+) ITR-FLIP[1-165](+) Payload[2313-2865](-) Payload[2307-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	1	0.00010123506782749544	non_linear	True	False	False	P P I P P I	Payload[966-2865](-) Payload[968-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1195-2865](-) Payload[1205-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[965-2865](-) Payload[954-2865](+) ITR-FLIP[1-165](+) Payload[1303-2865](-) Payload[1303-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-1111](+) Payload[2-1122](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	4	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I P P I P P I	Payload[964-2865](-) Payload[2400-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[3-187](+) Payload[3-154](-) ITR-FLIP[1-165](+) Payload[2748-2865](-) Payload[2627-2865](+) ITR-FLIP[1-162](+) ITR-FLIP[1-165](+) Payload[3-244](+) Payload[3-244](-) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[1885-2865](-) Payload[1867-2865](+) ITR-FLIP[21-165](-)
truncated_snapback_selfprime	1.0	2	0.00010123506782749544	non_linear	True	False	False	P P I P P I P P I	Payload[963-2865](-) Payload[957-2865](+) ITR-FLIP[1-165](+) Payload[9-2865](-) Payload[28-2865](+) ITR-FLIP[1-165](+) ITR-FLIP[1-165](+) Payload[2-1439](+) Payload[2-1430](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
