Bin	Sequences	Proportion	Patterns	Percent Full
snapback	9966.5	0.99665	7307	0.20067225204434855%
other	15.5	0.00155	17	0.0%
truncated_right	10.0	0.001	4	0.0%
irregular_payload	6.0	0.0006	6	0.0%
untileable_sequences	1.0	0.0001	0	0.0%
truncated_sp_IPP	1.0	0.0001	1	0.0%
Totals	10000.0	1.0000000000000002	7335


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
snapback	9966.5	0.99665	7307	0.0020067225204434855
Subclassification	Sequence Count	Repeats	Proportion of snapback	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
snapback	14.0	0	0.00140470576431044	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[1385-2865](-) Payload[1348-2865](+) ITR-FLIP[21-165](-)
snapback	14.0	0	0.00140470576431044	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[1021-2865](-) Payload[1042-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	14.0	0	0.00140470576431044	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[954-2865](-) Payload[954-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	14.0	0	0.00140470576431044	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-315](+) Payload[3-315](-) ITR-FLIP[21-165](-)
snapback	14.0	0	0.00140470576431044	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1021-2865](-) Payload[1042-2865](+) ITR-FLIP[21-165](-)
snapback	13.0	0	0.0013043696382882657	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-99](+) Payload[3-99](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	13.0	0	0.0013043696382882657	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[1348-2865](-) Payload[1385-2865](+) ITR-FLIP[21-165](-)
snapback	13.0	0	0.0013043696382882657	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[1021-2865](-) Payload[1042-2865](+) ITR-FLIP[21-165](-)
snapback	13.0	0	0.0013043696382882657	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-635](+) Payload[3-727](-) ITR-FLIP[21-165](-)
snapback	12.0	0	0.0012040335122660915	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-321](+) Payload[3-231](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	12.0	0	0.0012040335122660915	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-312](+) Payload[3-455](-) ITR-FLIP[21-165](-)
snapback	12.0	0	0.0012040335122660915	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-231](+) Payload[3-321](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	12.0	0	0.0012040335122660915	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-198](+) Payload[2-156](-) ITR-FLIP[21-165](-)
snapback	12.0	0	0.0012040335122660915	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-1111](+) Payload[2-1122](-) ITR-FLIP[21-165](-)
snapback	12.0	0	0.0012040335122660915	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[45-2865](-) Payload[9-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	12.0	0	0.0012040335122660915	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-455](+) Payload[3-312](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	12.0	0	0.0012040335122660915	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-455](+) Payload[3-312](-) ITR-FLIP[21-165](-)
snapback	12.0	0	0.0012040335122660915	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-159](+) Payload[2-159](-) ITR-FLIP[21-165](-)
snapback	12.0	0	0.0012040335122660915	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1042-2865](-) Payload[1021-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-635](+) Payload[3-727](-) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[246-2865](-) Payload[154-2865](+) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-254](+) Payload[2-192](-) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-192](+) Payload[2-254](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-192](+) Payload[2-254](-) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-156](+) Payload[2-198](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-1111](+) Payload[2-1122](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[954-2865](-) Payload[954-2865](+) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[9-2865](-) Payload[45-2865](+) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[377-2865](-) Payload[245-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2595-2865](-) Payload[2618-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2595-2865](-) Payload[2618-2865](+) ITR-FLIP[21-165](-)
snapback	11.0	0	0.0011036973862439171	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-156](+) Payload[2-198](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[9-2865](-) Payload[45-2865](+) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[674-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[669-2865](+) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-731](+) Payload[3-625](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-353](+) Payload[3-369](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-231](+) Payload[3-321](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-1122](+) Payload[2-1111](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-79](+) Payload[3-64](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-231](+) Payload[3-321](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[245-2865](-) Payload[377-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[245-2865](-) Payload[377-2865](+) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-392](+) Payload[2-194](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-198](+) Payload[2-198](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-198](+) Payload[2-156](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-156](+) Payload[2-198](-) ITR-FLIP[21-165](-)
snapback	10.0	0	0.0010033612602217427	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-1122](+) Payload[2-1111](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[350-2865](-) Payload[308-2865](+) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-635](+) Payload[3-727](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[245-2865](-) Payload[377-2865](+) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2210-2865](-) Payload[2198-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-198](+) Payload[2-156](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[669-2865](+) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-99](+) Payload[3-99](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-731](+) Payload[3-625](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-730](+) Payload[3-624](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-635](+) Payload[3-727](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-321](+) Payload[3-231](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-254](+) Payload[2-192](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-198](+) Payload[2-198](-) ITR-FLIP[21-165](-)
snapback	9.0	0	0.0009030251341995686	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[154-2865](-) Payload[246-2865](+) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[672-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[672-2865](+) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-79](+) Payload[3-64](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-64](+) Payload[3-79](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-625](+) Payload[3-731](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-624](+) Payload[3-730](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-321](+) Payload[3-231](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2763-2865](-) Payload[2778-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2595-2865](-) Payload[2618-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[245-2865](-) Payload[377-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2198-2865](-) Payload[2210-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2198-2865](-) Payload[2210-2865](+) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-1244](+) Payload[2-1244](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[9-2865](-) Payload[45-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[674-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[669-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-99](+) Payload[3-99](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-625](+) Payload[3-731](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-369](+) Payload[3-353](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-321](+) Payload[3-231](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-192](+) Payload[2-254](-) ITR-FLIP[21-165](-)
snapback	8.0	0	0.0008026890081773943	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-1111](+) Payload[2-1122](-) ITR-FLIP[21-165](-)
