Bin	Sequences	Proportion	Patterns	Percent Full
truncated_sp_PPI	9970.5	0.99705	5508	0.2306805074971165%
other	11.5	0.00115	12	0.0%
payload_only	9.0	0.0009	4	0.0%
truncated_left	8.0	0.0008	8	0.0%
untileable_sequences	1.0	0.0001	0	0.0%
Totals	10000.0	1.0	5532


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
truncated_sp_PPI	9970.5	0.99705	5508	0.002306805074971165
Subclassification	Sequence Count	Repeats	Proportion of truncated_sp_PPI	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
truncated_sp_PPI	39.0	0	0.003911539040168497	non_linear	False	False	False	P P I	Payload[3-635](+) Payload[3-727](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	39.0	0	0.003911539040168497	non_linear	False	False	False	P P I	Payload[2-254](+) Payload[2-192](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	39.0	0	0.003911539040168497	non_linear	False	False	False	P P I	Payload[2-192](+) Payload[2-254](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	39.0	0	0.003911539040168497	non_linear	False	False	False	P P I	Payload[1021-2865](-) Payload[1042-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	38.0	0	0.003811243167343664	non_linear	False	False	False	P P I	Payload[3-625](+) Payload[3-731](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	36.0	0	0.0036106514216939973	non_linear	False	False	False	P P I	Payload[2198-2865](-) Payload[2210-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	35.0	0	0.003510355548869164	non_linear	False	False	False	P P I	Payload[3-231](+) Payload[3-321](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	34.0	0	0.0034100596760443308	non_linear	False	False	False	P P I	Payload[2-1122](+) Payload[2-1111](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	33.0	0	0.0033097638032194977	non_linear	False	False	False	P P I	Payload[246-2865](-) Payload[154-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	32.0	0	0.0032094679303946642	non_linear	False	False	False	P P I	Payload[2-1111](+) Payload[2-1122](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	31.0	0	0.003109172057569831	non_linear	False	False	False	P P I	Payload[3-369](+) Payload[3-353](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	31.0	0	0.003109172057569831	non_linear	False	False	False	P P I	Payload[3-321](+) Payload[3-231](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	30.0	0	0.0030088761847449977	non_linear	False	False	False	P P I	Payload[564-2865](-) Payload[671-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	30.0	0	0.0030088761847449977	non_linear	False	False	False	P P I	Payload[2595-2865](-) Payload[2618-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	30.0	0	0.0030088761847449977	non_linear	False	False	False	P P I	Payload[2210-2865](-) Payload[2198-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	29.0	0	0.0029085803119201646	non_linear	False	False	False	P P I	Payload[3-89](+) Payload[3-89](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	29.0	0	0.0029085803119201646	non_linear	False	False	False	P P I	Payload[3-353](+) Payload[3-369](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	27.0	0	0.002707988566270498	non_linear	False	False	False	P P I	Payload[674-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	27.0	0	0.002707988566270498	non_linear	False	False	False	P P I	Payload[308-2865](-) Payload[350-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	27.0	0	0.002707988566270498	non_linear	False	False	False	P P I	Payload[245-2865](-) Payload[377-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	26.0	0	0.0026076926934456646	non_linear	False	False	False	P P I	Payload[3-99](+) Payload[3-99](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	26.0	0	0.0026076926934456646	non_linear	False	False	False	P P I	Payload[2678-2865](-) Payload[2655-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	25.0	0	0.0025073968206208315	non_linear	False	False	False	P P I	Payload[564-2865](-) Payload[674-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	25.0	0	0.0025073968206208315	non_linear	False	False	False	P P I	Payload[2618-2865](-) Payload[2597-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	24.0	0	0.002407100947795998	non_linear	False	False	False	P P I	Payload[564-2865](-) Payload[669-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	24.0	0	0.002407100947795998	non_linear	False	False	False	P P I	Payload[2-198](+) Payload[2-198](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	23.0	0	0.002306805074971165	non_linear	False	False	False	P P I	Payload[9-2865](-) Payload[9-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	23.0	0	0.002306805074971165	non_linear	False	False	False	P P I	Payload[671-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	23.0	0	0.002306805074971165	non_linear	False	False	False	P P I	Payload[2618-2865](-) Payload[2595-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	22.0	0	0.0022065092021463315	non_linear	False	False	False	P P I	Payload[672-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	22.0	0	0.0022065092021463315	non_linear	False	False	False	P P I	Payload[564-2865](-) Payload[672-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	21.0	0	0.0021062133293214985	non_linear	False	False	False	P P I	Payload[675-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	21.0	0	0.0021062133293214985	non_linear	False	False	False	P P I	Payload[2778-2865](-) Payload[2763-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	20.0	0	0.002005917456496665	non_linear	False	False	False	P P I	Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	20.0	0	0.002005917456496665	non_linear	False	False	False	P P I	Payload[669-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	20.0	0	0.002005917456496665	non_linear	False	False	False	P P I	Payload[306-2865](-) Payload[330-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	20.0	0	0.002005917456496665	non_linear	False	False	False	P P I	Payload[2594-2865](-) Payload[2617-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	19.0	0	0.001905621583671832	non_linear	False	False	False	P P I	Payload[350-2865](-) Payload[308-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	18.0	0	0.0018053257108469987	non_linear	False	False	False	P P I	Payload[3-64](+) Payload[3-79](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	18.0	0	0.0018053257108469987	non_linear	False	False	False	P P I	Payload[2597-2865](-) Payload[2618-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	18.0	0	0.0018053257108469987	non_linear	False	False	False	P P I	Payload[2-392](+) Payload[2-194](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	18.0	0	0.0018053257108469987	non_linear	False	False	False	P P I	Payload[2-194](+) Payload[2-392](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	17.0	0	0.0017050298380221654	non_linear	False	False	False	P P I	Payload[3-730](+) Payload[3-624](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	17.0	0	0.0017050298380221654	non_linear	False	False	False	P P I	Payload[2-153](+) Payload[2-196](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	17.0	0	0.0017050298380221654	non_linear	False	False	False	P P I	Payload[1038-2865](-) Payload[1050-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	16.0	0	0.0016047339651973321	non_linear	False	False	False	P P I	Payload[2763-2865](-) Payload[2778-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	16.0	0	0.0016047339651973321	non_linear	False	False	False	P P I	Payload[154-2865](-) Payload[246-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	16.0	0	0.0016047339651973321	non_linear	False	False	False	P P I	Payload[1422-2865](-) Payload[1417-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	15.0	0	0.0015044380923724988	non_linear	False	False	False	P P I	Payload[330-2865](-) Payload[306-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	15.0	0	0.0015044380923724988	non_linear	False	False	False	P P I	Payload[3-79](+) Payload[3-64](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	15.0	0	0.0015044380923724988	non_linear	False	False	False	P P I	Payload[244-2865](-) Payload[242-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	15.0	0	0.0015044380923724988	non_linear	False	False	False	P P I	Payload[1700-2865](-) Payload[1662-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	14.0	0	0.0014041422195476656	non_linear	False	False	False	P P I	Payload[3-485](+) Payload[3-485](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	14.0	0	0.0014041422195476656	non_linear	False	False	False	P P I	Payload[2617-2865](-) Payload[2592-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	14.0	0	0.0014041422195476656	non_linear	False	False	False	P P I	Payload[2400-2865](-) Payload[2378-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	14.0	0	0.0014041422195476656	non_linear	False	False	False	P P I	Payload[1325-2865](-) Payload[1297-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	14.0	0	0.0014041422195476656	non_linear	False	False	False	P P I	Payload[1050-2865](-) Payload[1038-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	13.0	0	0.0013038463467228323	non_linear	False	False	False	P P I	Payload[971-2865](-) Payload[1003-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	13.0	0	0.0013038463467228323	non_linear	False	False	False	P P I	Payload[829-2865](-) Payload[779-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	13.0	0	0.0013038463467228323	non_linear	False	False	False	P P I	Payload[3-233](+) Payload[3-233](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	13.0	0	0.0013038463467228323	non_linear	False	False	False	P P I	Payload[2652-2865](-) Payload[2672-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	13.0	0	0.0013038463467228323	non_linear	False	False	False	P P I	Payload[2617-2865](-) Payload[2594-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	13.0	0	0.0013038463467228323	non_linear	False	False	False	P P I	Payload[2-392](+) Payload[2-447](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	13.0	0	0.0013038463467228323	non_linear	False	False	False	P P I	Payload[1416-2865](-) Payload[1425-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	13.0	0	0.0013038463467228323	non_linear	False	False	False	P P I	Payload[1297-2865](-) Payload[1325-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	13.0	0	0.0013038463467228323	non_linear	False	False	False	P P I	Payload[1025-2865](-) Payload[1051-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	12.0	0	0.001203550473897999	non_linear	False	False	False	P P I	Payload[3-727](+) Payload[3-635](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	12.0	0	0.001203550473897999	non_linear	False	False	False	P P I	Payload[3-109](+) Payload[3-109](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	12.0	0	0.001203550473897999	non_linear	False	False	False	P P I	Payload[2215-2865](-) Payload[2260-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	12.0	0	0.001203550473897999	non_linear	False	False	False	P P I	Payload[2-1244](+) Payload[2-1244](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	12.0	0	0.001203550473897999	non_linear	False	False	False	P P I	Payload[1662-2865](-) Payload[1700-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[876-2865](-) Payload[2370-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[691-2865](-) Payload[691-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[3-99](+) Payload[3-101](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[3-75](+) Payload[3-75](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[3-624](+) Payload[3-730](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[3-445](+) Payload[3-445](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[3-106](+) Payload[3-98](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[2672-2865](-) Payload[2652-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[2655-2865](-) Payload[2678-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[2-196](+) Payload[2-153](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[2-1381](+) Payload[2-1390](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[1688-2865](-) Payload[1670-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	11.0	0	0.0011032546010731658	non_linear	False	False	False	P P I	Payload[1425-2865](-) Payload[1416-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[9-2865](-) Payload[21-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[724-2865](-) Payload[694-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[661-2865](-) Payload[562-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[411-2865](-) Payload[702-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[3-98](+) Payload[3-106](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[3-440](+) Payload[3-440](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[3-361](+) Payload[3-384](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[3-248](+) Payload[3-260](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[3-125](+) Payload[3-118](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[2535-2865](-) Payload[1800-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[1720-2865](-) Payload[1677-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[1356-2865](-) Payload[1354-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[1091-2865](-) Payload[1091-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	10.0	0	0.0010029587282483325	non_linear	False	False	False	P P I	Payload[1051-2865](-) Payload[1025-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	9.0	0	0.0009026628554234993	non_linear	False	False	False	P P I	Payload[658-2865](-) Payload[557-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	9.0	0	0.0009026628554234993	non_linear	False	False	False	P P I	Payload[564-2865](-) Payload[675-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	9.0	0	0.0009026628554234993	non_linear	False	False	False	P P I	Payload[3-736](+) Payload[3-624](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	9.0	0	0.0009026628554234993	non_linear	False	False	False	P P I	Payload[3-725](+) Payload[3-617](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	9.0	0	0.0009026628554234993	non_linear	False	False	False	P P I	Payload[3-617](+) Payload[3-725](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	9.0	0	0.0009026628554234993	non_linear	False	False	False	P P I	Payload[2484-2865](-) Payload[2472-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	9.0	0	0.0009026628554234993	non_linear	False	False	False	P P I	Payload[244-2865](-) Payload[159-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	9.0	0	0.0009026628554234993	non_linear	False	False	False	P P I	Payload[2-437](+) Payload[2-449](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	9.0	0	0.0009026628554234993	non_linear	False	False	False	P P I	Payload[2-31](+) Payload[2-37](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	9.0	0	0.0009026628554234993	non_linear	False	False	False	P P I	Payload[1026-2865](-) Payload[1021-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[963-2865](-) Payload[921-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[702-2865](-) Payload[411-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[694-2865](-) Payload[724-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[3-191](+) Payload[3-178](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[2778-2865](-) Payload[2762-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[2522-2865](-) Payload[2458-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[2472-2865](-) Payload[2484-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[243-2865](-) Payload[243-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[2378-2865](-) Payload[2400-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[2-447](+) Payload[2-392](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[2-1424](+) Payload[2-1416](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[2-1421](+) Payload[2-1428](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[170-2865](-) Payload[170-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[1417-2865](-) Payload[1422-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[1387-2865](-) Payload[1376-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[1301-2865](-) Payload[1362-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[1259-2865](-) Payload[1253-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	8.0	0	0.0008023669825986661	non_linear	False	False	False	P P I	Payload[1129-2865](-) Payload[1129-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[562-2865](-) Payload[661-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[557-2865](-) Payload[660-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[3-384](+) Payload[3-361](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[3-375](+) Payload[3-346](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[3-366](+) Payload[3-407](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[3-324](+) Payload[3-231](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[3-306](+) Payload[3-277](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[3-277](+) Payload[3-310](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[3-260](+) Payload[3-248](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[3-232](+) Payload[3-317](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[2787-2865](-) Payload[2579-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[2592-2865](-) Payload[2617-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[242-2865](-) Payload[244-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[2260-2865](-) Payload[2215-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[2178-2865](-) Payload[2104-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[2-159](+) Payload[4-159](-) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[1958-2865](-) Payload[1945-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[1849-2865](-) Payload[1868-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[1628-2865](-) Payload[1621-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[16-2865](-) Payload[16-2865](+) ITR-FLIP[21-165](-)
truncated_sp_PPI	7.0	0	0.0007020711097738328	non_linear	False	False	False	P P I	Payload[1571-2865](-) Payload[1464-2865](+) ITR-FLIP[21-165](-)
