Bin	Sequences	Proportion	Patterns	Percent Full
truncated_left	9949.5	0.994751049790042	1899	99.47233529323081%
untileable_sequences	45.0	0.004499100179964007	0	0.0%
other	7.5	0.0007498500299940012	8	0.0%
Totals	10002.0	1.0	1907


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
truncated_left	9949.5	0.99475	1899	0.9947233529323082
Subclassification	Sequence Count	Repeats	Proportion of truncated_left	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
truncated_left	106.0	0	0.010653801698577818	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[23-165](-)
truncated_left	101.0	0	0.010151263882607167	forward_linear	False	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-165](-)
truncated_left	101.0	0	0.010151263882607167	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	98.0	0	0.009849741193024775	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	94.0	0	0.009447710940248254	forward_linear	False	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-165](-)
truncated_left	90.0	0	0.009045680687471733	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	90.0	0	0.009045680687471733	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
truncated_left	89.0	0	0.008945173124277601	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	89.0	0	0.008945173124277601	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-165](-)
truncated_left	85.0	0	0.00854314287150108	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
truncated_left	81.0	0	0.008141112618724558	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-164](-)
truncated_left	76.0	0	0.007638574802753907	forward_linear	True	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	73.0	0	0.007337052113171517	forward_linear	True	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	64.0	0	0.006432484044424343	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-162](-)
truncated_left	64.0	0	0.006432484044424343	forward_linear	False	False	True	P I	Payload[1-2862](+) ITR-FLIP[21-165](-)
truncated_left	63.0	0	0.006331976481230212	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	57.0	0	0.00572893110206543	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[21-165](-)
truncated_left	56.0	0	0.0056284235388713005	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-161](-) ITR-FLIP[21-165](-)
truncated_left	49.0	0	0.004924870596512388	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[24-165](-)
truncated_left	49.0	0	0.004924870596512388	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-161](-)
truncated_left	48.0	0	0.004824363033318257	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[21-165](-)
truncated_left	45.0	0	0.004522840343735866	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[24-165](-)
truncated_left	45.0	0	0.004522840343735866	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-162](-)
truncated_left	36.0	0	0.003618272274988693	forward_linear	True	False	True	P I	Payload[1-2862](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	33.0	0	0.003316749585406302	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	33.0	0	0.003316749585406302	reverse_linear	False	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+)
truncated_left	28.0	0	0.0028142117694356502	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-161](-)
truncated_left	28.0	0	0.0028142117694356502	forward_linear	True	False	True	P I	Payload[1-2861](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	27.0	0	0.0027137042062415195	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-159](-)
truncated_left	26.0	0	0.002613196643047389	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	26.0	0	0.002613196643047389	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-160](-)
truncated_left	26.0	0	0.002613196643047389	forward_linear	False	False	True	P I	Payload[1-2861](+) ITR-FLIP[21-165](-)
truncated_left	20.0	0	0.002010151263882607	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-160](-)
truncated_left	19.0	0	0.0019096437006884768	forward_linear	True	False	True	P I	Payload[1-2860](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	17.0	0	0.0017086285743002161	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	17.0	0	0.0017086285743002161	reverse_linear	True	False	True	P I	Payload[1-2864](-) ITR-FLIP[22-165](+) ITR-FLIP[21-165](+)
truncated_left	16.0	0	0.0016081210111060858	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-159](-)
truncated_left	15.0	0	0.0015076134479119555	forward_linear	False	False	True	P I	Payload[6-2865](+) ITR-FLIP[21-165](-)
truncated_left	15.0	0	0.0015076134479119555	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[25-165](-)
truncated_left	15.0	0	0.0015076134479119555	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[26-165](-)
truncated_left	15.0	0	0.0015076134479119555	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-160](-) ITR-FLIP[21-165](-)
truncated_left	15.0	0	0.0015076134479119555	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-159](-) ITR-FLIP[21-165](-)
truncated_left	15.0	0	0.0015076134479119555	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[20-165](-) ITR-FLIP[21-164](-)
truncated_left	15.0	0	0.0015076134479119555	forward_linear	False	False	True	P I	Payload[1-2860](+) ITR-FLIP[21-165](-)
truncated_left	14.0	0	0.0014071058847178251	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[25-165](-)
truncated_left	14.0	0	0.0014071058847178251	forward_linear	False	False	True	P I	Payload[1-2859](+) ITR-FLIP[21-165](-)
truncated_left	13.0	0	0.0013065983215236946	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[26-165](-)
truncated_left	13.0	0	0.0013065983215236946	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[25-165](-) ITR-FLIP[21-165](-)
truncated_left	12.0	0	0.0012060907583295642	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-164](-)
truncated_left	11.0	0	0.001105583195135434	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[23-165](-)
truncated_left	11.0	0	0.001105583195135434	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-164](-)
truncated_left	11.0	0	0.001105583195135434	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-164](-)
truncated_left	10.0	0	0.0010050756319413036	forward_linear	False	False	True	P I	Payload[4-2863](+) ITR-FLIP[21-165](-)
truncated_left	10.0	0	0.0010050756319413036	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[26-165](-) ITR-FLIP[21-165](-)
truncated_left	9.0	0	0.0009045680687471732	forward_linear	False	False	True	P I	Payload[7-2865](+) ITR-FLIP[21-165](-)
truncated_left	9.0	0	0.0009045680687471732	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-165](-)
truncated_left	9.0	0	0.0009045680687471732	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	9.0	0	0.0009045680687471732	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[23-165](-)
truncated_left	9.0	0	0.0009045680687471732	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-163](-)
truncated_left	9.0	0	0.0009045680687471732	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-163](-)
truncated_left	8.0	0	0.0008040605055530429	forward_linear	False	False	True	P I	Payload[5-2863](+) ITR-FLIP[21-165](-)
truncated_left	8.0	0	0.0008040605055530429	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	8.0	0	0.0008040605055530429	forward_linear	False	False	True	P I	Payload[3-2865](+) ITR-FLIP[23-165](-)
truncated_left	8.0	0	0.0008040605055530429	forward_linear	False	False	True	P I	Payload[1-2864](+) ITR-FLIP[23-165](-)
truncated_left	8.0	0	0.0008040605055530429	forward_linear	False	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-163](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[22-165](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-163](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	False	False	True	P I	Payload[5-2864](+) ITR-FLIP[21-165](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[22-165](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-164](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-161](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	True	False	True	P I	Payload[4-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	False	False	True	P I	Payload[3-2865](+) ITR-FLIP[22-165](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-164](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[23-165](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[22-165](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-163](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	False	False	True	P I	Payload[1-2864](+) ITR-FLIP[22-165](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	False	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-162](-)
truncated_left	7.0	0	0.0007035529423589126	forward_linear	False	False	False	P I	Payload[1-2858](+) ITR-FLIP[21-165](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-162](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[5-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	False	False	True	P I	Payload[4-2864](+) ITR-FLIP[21-165](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[2-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[2-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	False	False	True	P I	Payload[2-2863](+) ITR-FLIP[21-165](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[28-165](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[21-164](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-164](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[23-163](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[23-162](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-158](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[23-165](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	False	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-164](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	False	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-161](-)
truncated_left	6.0	0	0.0006030453791647821	forward_linear	True	False	True	P I	Payload[1-2859](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[5-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-163](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-162](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-161](-) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-161](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[4-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[4-2862](+) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[3-2864](+) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[24-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[23-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-162](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[30-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[24-163](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-161](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-162](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-164](-) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[28-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[23-164](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-162](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-159](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[23-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-164](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-162](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[21-161](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[20-165](-) ITR-FLIP[21-163](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[1-2863](+) ITR-FLIP[24-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[1-2863](+) ITR-FLIP[22-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-165](-) ITR-FLIP[22-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	True	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-163](-) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-165](-)
truncated_left	5.0	0	0.0005025378159706518	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	4.5	0	0.0004522840343735866	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-)
truncated_left	4.5	0	0.0004522840343735866	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	4.5	0	0.0004522840343735866	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-)
truncated_left	4.5	0	0.0004522840343735866	forward_linear	False	False	True	P I	Payload[1-2863](+) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[6-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[23-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-161](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	False	False	True	P I	Payload[5-2865](+) ITR-FLIP[21-161](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-162](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[4-2865](+) ITR-FLIP[21-159](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[4-2862](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-164](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	False	False	True	P I	Payload[3-2865](+) ITR-FLIP[21-164](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	False	False	True	P I	Payload[2-2865](+) ITR-FLIP[22-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[23-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-164](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[2-2865](+) ITR-FLIP[21-164](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	False	False	True	P I	Payload[2-2862](+) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[2-2861](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[24-165](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[24-164](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[24-162](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[22-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[23-165](-) ITR-FLIP[21-164](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-165](-) ITR-FLIP[23-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	False	False	True	P I	Payload[1-2865](+) ITR-FLIP[22-162](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[22-164](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-164](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-163](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-163](-) ITR-FLIP[21-161](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2865](+) ITR-FLIP[21-162](-) ITR-FLIP[23-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2864](+) ITR-FLIP[22-165](-) ITR-FLIP[21-165](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[21-164](-)
truncated_left	4.0	0	0.00040203025277652145	forward_linear	True	False	True	P I	Payload[1-2864](+) ITR-FLIP[21-165](-) ITR-FLIP[21-163](-)
