Bin	Sequences	Proportion	Patterns	Percent Full
other	10000.0	1.0	224	100.0%
Totals	10000.0	1.0	224


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
other	10000.0	1.0	224	1.0
Subclassification	Sequence Count	Repeats	Proportion of other	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
other	8.0	0	0.0008	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	7.0	0	0.0007	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	7.0	0	0.0007	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	7.0	0	0.0007	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	7.0	0	0.0007	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[5-2864](-) Payload[1-2864](-)
other	7.0	0	0.0007	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	7.0	0	0.0007	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[4-2864](-) Payload[1-2864](-)
other	6.0	0	0.0006	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[4-2865](+) Payload[4-2865](+)
other	6.0	0	0.0006	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	6.0	0	0.0006	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	6.0	0	0.0006	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	6.0	0	0.0006	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	5.5	0	0.00055	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	5.5	0	0.00055	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	5.0	0	0.0005	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	5.0	0	0.0005	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	5.0	0	0.0005	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[4-2865](+) Payload[5-2865](+)
other	4.5	0	0.00045	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	4.5	0	0.00045	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[4-2864](-)
other	4.5	0	0.00045	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[4-2865](+) Payload[1-2865](+)
other	4.5	0	0.00045	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	4.0	0	0.0004	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[4-2865](+) Payload[1-2865](+)
other	4.0	0	0.0004	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[5-2865](+) Payload[5-2865](+)
other	4.0	0	0.0004	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	4.0	0	0.0004	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	3.5	0	0.00035	reverse_linear	False	False	True	P P P	Payload[5-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	3.5	0	0.00035	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	3.0	0	0.0003	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[1-2865](+) Payload[5-2865](+)
other	3.0	0	0.0003	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[5-2865](+) Payload[4-2865](+)
other	3.0	0	0.0003	reverse_linear	False	False	True	P P P	Payload[4-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	3.0	0	0.0003	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	3.0	0	0.0003	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[5-2865](+)
other	3.0	0	0.0003	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	2.0	0	0.0002	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[1-2865](+) Payload[5-2865](+)
other	2.0	0	0.0002	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	2.0	0	0.0002	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[4-2865](+) Payload[1-2865](+)
other	2.0	0	0.0002	forward_linear	False	False	True	P P P	Payload[2-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	2.0	0	0.0002	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[6-2865](+)
other	2.0	0	0.0002	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2860](+)
other	2.0	0	0.0002	forward_linear	False	False	True	P P P	Payload[1-2859](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.5	0	0.00015	forward_linear	False	False	True	P P P	Payload[2-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.5	0	0.00015	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.5	0	0.00015	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.5	0	0.00015	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[5-2864](-)
other	1.5	0	0.00015	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[2-2865](+) Payload[1-2865](+)
other	1.5	0	0.00015	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[5-2865](+) Payload[5-2865](+) Payload[1-509](+) polyA[82-None](+) Payload[507-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[1-2865](+) Payload[2-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[2-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[10-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[2-762](+) polyT[213-None](+) Payload[761-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[2-2865](+) Payload[1-2865](+) Payload[5-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[2-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[2-2865](+) Payload[1-2849](+) polyG[78-None](+) Payload[2844-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[6-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[5-1198](+) polyC[83-None](+) Payload[1197-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[4-2865](+) Payload[2-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[2-2865](+) Payload[4-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-901](+) polyA[68-None](+) Payload[898-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-462](+) polyG[120-None](+) Payload[448-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[3-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2858](+) polyT[63-None](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2699](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2659](+) polyT[213-None](+) Payload[2658-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2617](+) polyA[155-None](+) Payload[2613-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2138](+) polyT[124-None](+) Payload[2137-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2076](+) polyT[92-None](+) Payload[2075-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-1924](+) polyA[73-None](+) Payload[1917-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-1844](+) polyA[65-None](+) Payload[1824-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-1840](+) Payload[1915-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-1818](+) Payload[2272-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2860](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2859](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P P	Payload[1-2865](+) Payload[1-22](+) Payload[45-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2246](+) polyT[91-None](+) Payload[2245-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-1643](+) polyT[1205-None](+) Payload[1636-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P P	Payload[1-2865](+) Payload[1-1627](+) Payload[2001-2865](+) Payload[5-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-1011](+) polyG[80-None](+) Payload[990-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2717](+) polyG[875-None](+) Payload[2715-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2417](+) polyA[166-None](+) Payload[2413-2865](+) Payload[1-2865](+) Payload[5-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2114](+) polyA[125-None](+) Payload[2094-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2114](+) polyA[118-None](+) Payload[2094-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-2005](+) polyA[78-None](+) Payload[2001-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-1943](+) polyG[125-None](+) Payload[1940-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-1924](+) polyA[63-None](+) Payload[1917-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-1844](+) polyA[66-None](+) Payload[1824-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-1662](+) polyA[1130-None](+) Payload[1655-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-1643](+) polyT[74-None](+) Payload[1636-2865](+) Payload[1-2865](+) Payload[5-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-1403](+) polyG[97-None](+) Payload[1393-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-1298](+) polyC[92-None](+) Payload[1297-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	True	True	P P P P	Payload[1-1261](+) polyG[81-None](+) Payload[1247-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P P	Payload[1-1258](+) Payload[1363-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[4-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[4-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[5-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[5-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	1.0	0	0.0001	reverse_linear	False	False	True	P P P	Payload[4-2864](-) Payload[1-2864](-) Payload[5-2864](-)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[2-2864](-)
other	1.0	0	0.0001	forward_linear	False	False	True	P P P	Payload[2-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	1.0	0	0.0001	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	reverse_linear	False	False	True	P P P	Payload[5-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[2-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	reverse_linear	False	False	True	P P P	Payload[4-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	reverse_linear	False	False	True	P P P	Payload[4-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[4-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[2-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[5-2865](+)
other	0.5	0	5e-05	reverse_linear	False	False	True	P P P	Payload[4-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[5-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	True	True	P P P P	Payload[5-1198](+) polyC[1068-None](+) Payload[1197-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[4-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[4-2865](+) Payload[1-2865](+) Payload[2-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	non_linear	False	True	True	P P P P	Payload[2844-2864](-) polyC[69-None](+) Payload[1-2849](-) Payload[5-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	non_linear	False	True	True	P P P P	Payload[281-2864](-) polyG[61-None](+) Payload[1-283](-) Payload[1-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[2-2865](+) Payload[4-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	reverse_linear	False	False	True	P P P	Payload[2-2864](-) Payload[1-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	True	True	P P P P	Payload[1-353](+) polyC[82-None](+) Payload[335-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[6-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[4-2865](+) Payload[4-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[2-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[2-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-267](+) polyC[72-None](+) Payload[264-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[5-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-267](+) polyC[239-None](+) Payload[264-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-1924](+) polyA[73-None](+) Payload[1917-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-1346](+) polyG[216-None](+) Payload[1345-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-2395](+) polyA[147-None](+) Payload[2394-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	True	True	P P P P	Payload[1-2865](+) Payload[1-1481](+) polyC[79-None](+) Payload[1480-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[5-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[5-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[2-2865](+)
other	0.5	0	5e-05	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[5-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[4-2865](+)
other	0.5	0	5e-05	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[4-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
other	0.5	0	5e-05	reverse_linear	False	False	True	P P P	Payload[1-2864](-) Payload[2-2864](-) Payload[1-2864](-)
other	0.5	0	5e-05	forward_linear	False	False	True	P P P	Payload[1-2865](+) Payload[1-2865](+) Payload[1-2865](+)
