Bin	Sequences	Proportion	Patterns	Percent Full
truncated_sp_IPP	9976.0	0.9976	6376	0.20048115477145148%
other	13.0	0.0013	16	0.0%
truncated_right	11.0	0.0011	13	0.0%
Totals	10000.0	1.0	6405


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
truncated_sp_IPP	9976.0	0.9976	6376	0.002004811547714515
Subclassification	Sequence Count	Repeats	Proportion of truncated_sp_IPP	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
truncated_sp_IPP	20.0	0	0.002004811547714515	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[45-2865](-) Payload[9-2865](+)
truncated_sp_IPP	20.0	0	0.002004811547714515	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[1042-2865](-) Payload[1021-2865](+)
truncated_sp_IPP	20.0	0	0.002004811547714515	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2198-2865](-) Payload[2210-2865](+)
truncated_sp_IPP	19.0	0	0.001904570970328789	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[669-2865](+)
truncated_sp_IPP	19.0	0	0.001904570970328789	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-369](+) Payload[3-353](-)
truncated_sp_IPP	19.0	0	0.001904570970328789	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[245-2865](-) Payload[377-2865](+)
truncated_sp_IPP	19.0	0	0.001904570970328789	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2210-2865](-) Payload[2198-2865](+)
truncated_sp_IPP	18.0	0	0.0018043303929430633	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-731](+) Payload[3-625](-)
truncated_sp_IPP	18.0	0	0.0018043303929430633	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-625](+) Payload[3-731](-)
truncated_sp_IPP	18.0	0	0.0018043303929430633	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2-254](+) Payload[2-192](-)
truncated_sp_IPP	18.0	0	0.0018043303929430633	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2-192](+) Payload[2-254](-)
truncated_sp_IPP	18.0	0	0.0018043303929430633	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-231](+) Payload[3-321](-)
truncated_sp_IPP	18.0	0	0.0018043303929430633	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-254](+) Payload[2-192](-)
truncated_sp_IPP	17.0	0	0.0017040898155573376	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-353](+) Payload[3-369](-)
truncated_sp_IPP	17.0	0	0.0017040898155573376	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[246-2865](-) Payload[154-2865](+)
truncated_sp_IPP	16.0	0	0.0016038492381716118	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-321](+) Payload[3-231](-)
truncated_sp_IPP	16.0	0	0.0016038492381716118	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2618-2865](-) Payload[2595-2865](+)
truncated_sp_IPP	16.0	0	0.0016038492381716118	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[1385-2865](-) Payload[1348-2865](+)
truncated_sp_IPP	16.0	0	0.0016038492381716118	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[9-2865](-) Payload[9-2865](+)
truncated_sp_IPP	16.0	0	0.0016038492381716118	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[45-2865](-) Payload[9-2865](+)
truncated_sp_IPP	16.0	0	0.0016038492381716118	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-625](+) Payload[3-731](-)
truncated_sp_IPP	16.0	0	0.0016038492381716118	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-156](+) Payload[2-198](-)
truncated_sp_IPP	15.0	0	0.001503608660785886	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-79](+) Payload[3-64](-)
truncated_sp_IPP	15.0	0	0.001503608660785886	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[245-2865](-) Payload[377-2865](+)
truncated_sp_IPP	15.0	0	0.001503608660785886	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[674-2865](-) Payload[564-2865](+)
truncated_sp_IPP	14.0	0	0.0014033680834001604	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-231](+) Payload[3-321](-)
truncated_sp_IPP	14.0	0	0.0014033680834001604	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2-1111](+) Payload[2-1122](-)
truncated_sp_IPP	14.0	0	0.0014033680834001604	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-99](+) Payload[3-99](-)
truncated_sp_IPP	14.0	0	0.0014033680834001604	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-321](+) Payload[3-231](-)
truncated_sp_IPP	14.0	0	0.0014033680834001604	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-198](+) Payload[2-198](-)
truncated_sp_IPP	13.0	0	0.0013031275060144346	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2595-2865](-) Payload[2618-2865](+)
truncated_sp_IPP	13.0	0	0.0013031275060144346	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[675-2865](-) Payload[564-2865](+)
truncated_sp_IPP	13.0	0	0.0013031275060144346	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[671-2865](+)
truncated_sp_IPP	13.0	0	0.0013031275060144346	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[330-2865](-) Payload[306-2865](+)
truncated_sp_IPP	13.0	0	0.0013031275060144346	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2595-2865](-) Payload[2618-2865](+)
truncated_sp_IPP	13.0	0	0.0013031275060144346	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-392](+) Payload[2-194](-)
truncated_sp_IPP	13.0	0	0.0013031275060144346	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-192](+) Payload[2-254](-)
truncated_sp_IPP	13.0	0	0.0013031275060144346	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-1111](+) Payload[2-1122](-)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[691-2865](-) Payload[691-2865](+)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[675-2865](-) Payload[564-2865](+)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[672-2865](-) Payload[564-2865](+)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[306-2865](-) Payload[330-2865](+)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-99](+) Payload[3-99](-)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-730](+) Payload[3-624](-)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2618-2865](-) Payload[2597-2865](+)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2210-2865](-) Payload[2198-2865](+)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2-196](+) Payload[2-153](-)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[1662-2865](-) Payload[1700-2865](+)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[154-2865](-) Payload[246-2865](+)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[669-2865](+)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[308-2865](-) Payload[350-2865](+)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-730](+) Payload[3-624](-)
truncated_sp_IPP	12.0	0	0.0012028869286287089	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1688-2865](-) Payload[1670-2865](+)
truncated_sp_IPP	11.0	0	0.0011026463512429831	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[991-2865](-) Payload[991-2865](+)
truncated_sp_IPP	11.0	0	0.0011026463512429831	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[674-2865](-) Payload[564-2865](+)
truncated_sp_IPP	11.0	0	0.0011026463512429831	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[350-2865](-) Payload[308-2865](+)
truncated_sp_IPP	11.0	0	0.0011026463512429831	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[246-2865](-) Payload[154-2865](+)
truncated_sp_IPP	11.0	0	0.0011026463512429831	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2-156](+) Payload[2-198](-)
truncated_sp_IPP	11.0	0	0.0011026463512429831	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-79](+) Payload[3-64](-)
truncated_sp_IPP	11.0	0	0.0011026463512429831	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-727](+) Payload[3-635](-)
truncated_sp_IPP	11.0	0	0.0011026463512429831	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-369](+) Payload[3-353](-)
truncated_sp_IPP	10.0	0	0.0010024057738572574	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[779-2865](-) Payload[829-2865](+)
truncated_sp_IPP	10.0	0	0.0010024057738572574	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[671-2865](-) Payload[564-2865](+)
truncated_sp_IPP	10.0	0	0.0010024057738572574	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-89](+) Payload[3-89](-)
truncated_sp_IPP	10.0	0	0.0010024057738572574	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[244-2865](-) Payload[159-2865](+)
truncated_sp_IPP	10.0	0	0.0010024057738572574	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2-194](+) Payload[2-392](-)
truncated_sp_IPP	10.0	0	0.0010024057738572574	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[674-2865](+)
truncated_sp_IPP	10.0	0	0.0010024057738572574	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2597-2865](-) Payload[2618-2865](+)
truncated_sp_IPP	10.0	0	0.0010024057738572574	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2378-2865](-) Payload[2400-2865](+)
truncated_sp_IPP	10.0	0	0.0010024057738572574	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-194](+) Payload[2-392](-)
truncated_sp_IPP	10.0	0	0.0010024057738572574	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[154-2865](-) Payload[246-2865](+)
truncated_sp_IPP	9.0	0	0.0009021651964715317	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[672-2865](+)
truncated_sp_IPP	9.0	0	0.0009021651964715317	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[562-2865](-) Payload[661-2865](+)
truncated_sp_IPP	9.0	0	0.0009021651964715317	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[330-2865](-) Payload[306-2865](+)
truncated_sp_IPP	9.0	0	0.0009021651964715317	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-445](+) Payload[3-445](-)
truncated_sp_IPP	9.0	0	0.0009021651964715317	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2778-2865](-) Payload[2763-2865](+)
truncated_sp_IPP	9.0	0	0.0009021651964715317	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[1417-2865](-) Payload[1422-2865](+)
truncated_sp_IPP	9.0	0	0.0009021651964715317	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[671-2865](-) Payload[564-2865](+)
truncated_sp_IPP	9.0	0	0.0009021651964715317	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2778-2865](-) Payload[2763-2865](+)
truncated_sp_IPP	9.0	0	0.0009021651964715317	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[242-2865](-) Payload[244-2865](+)
truncated_sp_IPP	9.0	0	0.0009021651964715317	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1301-2865](-) Payload[1362-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[963-2865](-) Payload[921-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[9-2865](-) Payload[9-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[308-2865](-) Payload[350-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-727](+) Payload[3-635](-)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[242-2865](-) Payload[244-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2-153](+) Payload[2-196](-)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[1688-2865](-) Payload[1670-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[1038-2865](-) Payload[1050-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[562-2865](-) Payload[661-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-98](+) Payload[3-106](-)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-624](+) Payload[3-730](-)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2776-2865](-) Payload[2788-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2618-2865](-) Payload[2595-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2522-2865](-) Payload[2458-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-1381](+) Payload[2-1390](-)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1051-2865](-) Payload[1025-2865](+)
truncated_sp_IPP	8.0	0	0.0008019246190858059	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1026-2865](-) Payload[1021-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[669-2865](-) Payload[564-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[674-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[671-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-64](+) Payload[3-79](-)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-361](+) Payload[3-384](-)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[3-233](+) Payload[3-233](-)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2763-2865](-) Payload[2778-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2400-2865](-) Payload[2378-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2-392](+) Payload[2-194](-)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[2-198](+) Payload[2-198](-)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[1386-2865](-) Payload[1361-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[1275-2865](-) Payload[1282-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	False	False	False	I P P	ITR-FLIP[1-145](-) Payload[1048-2865](-) Payload[1048-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[829-2865](-) Payload[779-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[672-2865](-) Payload[564-2865](+)
truncated_sp_IPP	7.0	0	0.0007016840417000802	non_linear	True	False	False	I P P	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[669-2865](-) Payload[564-2865](+)
