Bin	Sequences	Proportion	Patterns	Percent Full
payload_only	9977.0	0.9977	118	99.99498847348902%
doubled_payload	20.0	0.002	21	0.0%
untileable_sequences	3.0	0.0003	0	0.0%
Totals	10000.0	1.0	139


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
payload_only	9977.0	0.9977	118	0.9999498847348902
Subclassification	Sequence Count	Repeats	Proportion of payload_only	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
payload_only	5.0	0	0.0005011526510975244	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	5.0	0	0.0005011526510975244	forward_linear	False	False	True	P	Payload[1-2863](+)
payload_only	4.0	0	0.00040092212087801946	forward_linear	False	False	True	P	Payload[7-2865](+)
payload_only	4.0	0	0.00040092212087801946	reverse_linear	False	False	True	P	Payload[4-2864](-)
payload_only	4.0	0	0.00040092212087801946	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	3.5	0	0.000350806855768267	forward_linear	False	False	True	P	Payload[2-2865](+)
payload_only	3.5	0	0.000350806855768267	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	3.0	0	0.00030069159065851457	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	3.0	0	0.00030069159065851457	reverse_linear	False	False	True	P	Payload[1-2863](-)
payload_only	2.5	0	0.0002505763255487622	reverse_linear	False	False	True	P	Payload[5-2864](-)
payload_only	2.5	0	0.0002505763255487622	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	2.5	0	0.0002505763255487622	reverse_linear	False	False	True	P	Payload[3-2864](-)
payload_only	2.5	0	0.0002505763255487622	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	2.0	0	0.00020046106043900973	forward_linear	False	False	True	P	Payload[5-2863](+)
payload_only	2.0	0	0.00020046106043900973	forward_linear	False	False	True	P	Payload[1-2859](+)
payload_only	2.0	0	0.00020046106043900973	forward_linear	False	False	True	P	Payload[3-2865](+)
payload_only	2.0	0	0.00020046106043900973	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	2.0	0	0.00020046106043900973	reverse_linear	False	False	True	P	Payload[2-2864](-)
payload_only	2.0	0	0.00020046106043900973	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	2.0	0	0.00020046106043900973	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	2.0	0	0.00020046106043900973	forward_linear	False	False	True	P	Payload[1-2864](+)
payload_only	2.0	0	0.00020046106043900973	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	2.0	0	0.00020046106043900973	forward_linear	False	False	True	P	Payload[1-2863](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[5-2864](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[5-2862](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[5-2859](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[4-2864](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[4-2859](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[2-2861](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[1-2862](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[3-2865](+)
payload_only	1.0	0	0.00010023053021950487	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	1.0	0	0.00010023053021950487	reverse_linear	False	False	True	P	Payload[1-2862](-)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[1-2862](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	1.0	0	0.00010023053021950487	reverse_linear	False	False	True	P	Payload[1-2861](-)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	1.0	0	0.00010023053021950487	reverse_linear	False	False	True	P	Payload[1-2860](-)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	1.0	0	0.00010023053021950487	forward_linear	False	False	True	P	Payload[1-2860](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[5-2865](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[5-2864](-)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[5-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[4-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[5-2865](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[4-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[4-2865](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[4-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[5-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[3-2865](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[5-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[3-2865](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[6-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[2-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[5-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[2-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[4-2865](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[2-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[5-2863](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	False	P	Payload[11-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[5-2863](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[4-2864](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[2-2861](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[4-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2864](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[2-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2864](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[2-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2864](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[2-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2863](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2864](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2863](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[4-2865](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2862](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2862](+)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[4-2865](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[1-2861](-)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2861](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[1-2864](-)
payload_only	0.5	0	5.011526510975243e-05	forward_linear	False	False	True	P	Payload[1-2859](+)
payload_only	0.5	0	5.011526510975243e-05	reverse_linear	False	False	True	P	Payload[4-2864](-)


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
doubled_payload	20.0	0.002	21	0.0
Subclassification	Sequence Count	Repeats	Proportion of doubled_payload	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[5-2503](+) polyT[100-None](+) Payload[2500-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[4-704](+) polyC[93-None](+) Payload[696-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-756](+) polyG[575-None](+) polyG[279-None](+) Payload[750-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-666](+) polyG[80-None](+) Payload[665-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-651](+) polyC[216-None](+) Payload[650-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-604](+) polyG[52-None](+) Payload[602-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-458](+) polyG[339-None](+) Payload[448-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	False	False	P P	Payload[1-427](+) Payload[622-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-393](+) polyG[138-None](+) Payload[392-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-283](+) polyC[85-None](+) Payload[281-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-2731](+) polyT[120-None](+) Payload[2730-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-2411](+) polyT[187-None](+) Payload[2410-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-2212](+) polyT[69-None](+) Payload[2210-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-1679](+) polyG[848-None](+) Payload[1677-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-1528](+) polyC[84-None](+) Payload[1527-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-1407](+) polyT[80-None](+) Payload[1404-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-1284](+) polyA[168-None](+) Payload[1281-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-1091](+) polyA[68-None](+) Payload[1090-2865](+)
doubled_payload	1.0	0	0.05	forward_linear	False	True	False	P P	Payload[1-1061](+) polyG[88-None](+) Payload[1060-2865](+)
doubled_payload	0.5	0	0.025	forward_linear	False	False	False	P P	Payload[1-538](+) Payload[635-2865](+)
doubled_payload	0.5	0	0.025	forward_linear	False	True	False	P P	Payload[1-1908](+) polyT[66-None](+) Payload[1903-2865](+)


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
untileable_sequences	3.0	0.0003	0	0.0
Subclassification	Sequence Count	Repeats	Proportion of untileable_sequences	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
untileable_sequences	3.0	-1	1.0	itr_only	False	False	False	empty	
