Bin	Sequences	Proportion	Patterns	Percent Full
itr_only	9974.0	0.9971008697390783	934	0.0%
untileable_sequences	28.0	0.0027991602519244225	0	0.0%
truncated_left	0.5	4.9985004498650404e-05	1	0.0%
truncated_right	0.5	4.9985004498650404e-05	1	0.0%
Totals	10003.0	0.9999999999999999	936


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
itr_only	9974.0	0.9971	934	0.0
Subclassification	Sequence Count	Repeats	Proportion of itr_only	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
itr_only	59.0	0	0.005915379987968718	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	46.0	0	0.004611991177060357	itr_only	True	False	False	I	ITR-FLIP[5-145](-) ITR-FLIP[1-145](-)
itr_only	38.5	0	0.0038600360938439945	itr_only	True	False	False	I	ITR-FLIP[2-145](+) ITR-FLIP[1-145](+)
itr_only	38.5	0	0.0038600360938439945	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	33.0	0	0.0033086023661519953	itr_only	False	False	False	I	ITR-FLIP[7-145](-)
itr_only	32.0	0	0.0032083416883898134	itr_only	False	False	False	I	ITR-FLIP[6-145](-)
itr_only	28.0	0	0.0028072989773410867	itr_only	True	False	False	I	ITR-FLIP[6-145](-) ITR-FLIP[1-145](-)
itr_only	26.0	0	0.0026067776218167233	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[6-145](-)
itr_only	21.0	0	0.002105474233005815	itr_only	True	False	False	I	ITR-FLIP[7-145](-) ITR-FLIP[1-145](-)
itr_only	21.0	0	0.002105474233005815	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[7-145](-)
itr_only	21.0	0	0.002105474233005815	itr_only	True	False	False	I	ITR-FLIP[1-141](-) ITR-FLIP[1-145](-)
itr_only	20.0	0	0.0020052135552436332	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[1-146](-)
itr_only	20.0	0	0.0020052135552436332	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-140](-)
itr_only	19.0	0	0.0019049528774814518	itr_only	False	False	False	I	ITR-FLIP[1-141](-)
itr_only	18.0	0	0.00180469219971927	itr_only	False	False	False	I	ITR-FLIP[2-144](-)
itr_only	15.0	0	0.001503910166432725	itr_only	False	False	False	I	ITR-FLIP[1-140](-)
itr_only	13.0	0	0.0013033888109083617	itr_only	True	False	False	I	ITR-FLIP[1-144](-) ITR-FLIP[2-145](-)
itr_only	12.0	0	0.00120312813314618	itr_only	False	False	False	I	ITR-FLIP[3-143](-)
itr_only	11.0	0	0.0011028674553839983	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[2-145](-)
itr_only	10.0	0	0.0010026067776218166	itr_only	True	False	False	I	ITR-FLIP[3-144](-) ITR-FLIP[1-145](-)
itr_only	10.0	0	0.0010026067776218166	itr_only	True	False	False	I	ITR-FLIP[2-143](-) ITR-FLIP[1-145](-)
itr_only	10.0	0	0.0010026067776218166	itr_only	False	False	False	I	ITR-FLIP[2-143](-)
itr_only	9.0	0	0.000902346099859635	itr_only	True	False	False	I	ITR-FLIP[3-145](-) ITR-FLIP[1-143](-)
itr_only	9.0	0	0.000902346099859635	itr_only	False	False	False	I	ITR-FLIP[3-144](-)
itr_only	9.0	0	0.000902346099859635	itr_only	True	False	False	I	ITR-FLIP[1-140](-) ITR-FLIP[1-145](-)
itr_only	8.5	0	0.0008522157609785442	itr_only	False	False	False	I	ITR-FLIP[2-145](-)
itr_only	8.5	0	0.0008522157609785442	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	8.0	0	0.0008020854220974534	itr_only	True	False	False	I	ITR-FLIP[8-145](-) ITR-FLIP[1-145](-)
itr_only	8.0	0	0.0008020854220974534	itr_only	False	False	False	I	ITR-FLIP[8-145](-)
itr_only	8.0	0	0.0008020854220974534	itr_only	True	False	False	I	ITR-FLIP[3-145](-) ITR-FLIP[2-145](-)
itr_only	8.0	0	0.0008020854220974534	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-141](-)
itr_only	7.0	0	0.0007018247443352717	itr_only	False	False	False	I	ITR-FLIP[5-143](-)
itr_only	7.0	0	0.0007018247443352717	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[1-143](-)
itr_only	7.0	0	0.0007018247443352717	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[8-145](-)
itr_only	7.0	0	0.0007018247443352717	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[3-143](-)
itr_only	7.0	0	0.0007018247443352717	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-142](-)
itr_only	7.0	0	0.0007018247443352717	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-138](-)
itr_only	7.0	0	0.0007018247443352717	itr_only	True	False	False	I	ITR-FLIP[1-144](-) ITR-FLIP[1-143](-)
itr_only	7.0	0	0.0007018247443352717	itr_only	False	False	False	I	ITR-FLIP[1-139](-)
itr_only	7.0	0	0.0007018247443352717	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	7.0	0	0.0007018247443352717	itr_only	False	False	False	I	ITR-FLIP[1-144](-)
itr_only	6.0	0	0.00060156406657309	itr_only	False	False	False	I	ITR-FLIP[5-144](-)
itr_only	6.0	0	0.00060156406657309	itr_only	False	False	False	I	ITR-FLIP[3-142](-)
itr_only	6.0	0	0.00060156406657309	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[1-144](-)
itr_only	6.0	0	0.00060156406657309	itr_only	True	False	False	I	ITR-FLIP[2-144](-) ITR-FLIP[1-145](-)
itr_only	6.0	0	0.00060156406657309	itr_only	True	False	False	I	ITR-FLIP[1-143](-) ITR-FLIP[2-145](-)
itr_only	6.0	0	0.00060156406657309	itr_only	True	False	False	I	ITR-FLIP[1-138](-) ITR-FLIP[1-145](-)
itr_only	5.5	0	0.0005514337276919992	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	5.5	0	0.0005514337276919992	itr_only	False	False	False	I	ITR-FLIP[1-143](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[5-145](-) ITR-FLIP[3-145](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[5-145](-) ITR-FLIP[2-145](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[4-145](-) ITR-FLIP[2-145](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[4-145](-) ITR-FLIP[1-143](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	False	False	False	I	ITR-FLIP[4-144](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[3-145](-) ITR-FLIP[5-145](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[5-145](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[2-143](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-136](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[1-144](-) ITR-FLIP[5-145](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[1-144](-) ITR-FLIP[1-144](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[1-143](-) ITR-FLIP[1-143](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[1-142](-) ITR-FLIP[2-145](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	False	False	False	I	ITR-FLIP[3-145](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[2-145](-)
itr_only	5.0	0	0.0005013033888109083	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	4.5	0	0.0004511730499298175	itr_only	False	False	False	I	ITR-FLIP[3-145](-)
itr_only	4.5	0	0.0004511730499298175	itr_only	False	False	False	I	ITR-FLIP[2-145](+)
itr_only	4.5	0	0.0004511730499298175	itr_only	False	False	False	I	ITR-FLIP[2-145](+)
itr_only	4.5	0	0.0004511730499298175	itr_only	False	False	False	I	ITR-FLIP[1-143](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[5-144](-) ITR-FLIP[1-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[4-144](-) ITR-FLIP[1-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	False	False	False	I	ITR-FLIP[4-143](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[3-145](-) ITR-FLIP[3-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[3-143](-) ITR-FLIP[1-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[3-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	False	False	False	I	ITR-FLIP[2-141](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[9-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-139](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[1-144](-) ITR-FLIP[4-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[1-144](-) ITR-FLIP[3-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[1-143](-) ITR-FLIP[3-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[1-142](-) ITR-FLIP[1-143](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	False	False	False	I	ITR-FLIP[1-138](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[1-137](-) ITR-FLIP[1-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	False	False	False	I	ITR-FLIP[1-137](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	False	False	False	I	ITR-FLIP[1-136](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	False	False	False	I	ITR-FLIP[2-143](+)
itr_only	4.0	0	0.0004010427110487267	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[2-145](+) ITR-FLIP[1-145](+)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[5-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	4.0	0	0.0004010427110487267	itr_only	True	False	False	I	ITR-FLIP[1-144](-) ITR-FLIP[1-145](-)
itr_only	3.5	0	0.00035091237216763584	itr_only	True	False	False	I	ITR-FLIP[1-146](-) ITR-FLIP[1-145](-)
itr_only	3.5	0	0.00035091237216763584	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	3.5	0	0.00035091237216763584	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[3-145](-)
itr_only	3.5	0	0.00035091237216763584	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	3.5	0	0.00035091237216763584	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	3.5	0	0.00035091237216763584	itr_only	False	False	False	I	ITR-FLIP[1-142](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[7-145](-) ITR-FLIP[2-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[7-144](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[6-145](-) ITR-FLIP[5-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[6-145](-) ITR-FLIP[2-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[6-145](-) ITR-FLIP[1-143](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[5-145](-) ITR-FLIP[5-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[4-145](-) ITR-FLIP[5-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[4-145](-) ITR-FLIP[3-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[4-145](-) ITR-FLIP[1-144](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[4-143](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[4-142](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[3-142](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[6-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[2-142](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[2-142](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-146](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[5-143](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[3-141](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-158](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-144](-) ITR-FLIP[1-141](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-143](-) ITR-FLIP[5-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-143](-) ITR-FLIP[1-144](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-142](-) ITR-FLIP[3-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-139](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-135](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[1-135](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[2-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[2-145](+)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[4-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[4-145](+)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[1-147](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[1-146](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[2-145](+) ITR-FLIP[1-145](+)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[3-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[4-145](+) ITR-FLIP[1-145](+)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[3-145](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	3.0	0	0.000300782033286545	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-143](-)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[2-145](+)
itr_only	3.0	0	0.000300782033286545	itr_only	False	False	False	I	ITR-FLIP[1-144](-)
itr_only	2.5	0	0.00025065169440545415	itr_only	True	False	False	I	ITR-FLIP[3-145](-) ITR-FLIP[1-145](-)
itr_only	2.5	0	0.00025065169440545415	itr_only	True	False	False	I	ITR-FLIP[2-145](+) ITR-FLIP[1-145](+)
itr_only	2.5	0	0.00025065169440545415	itr_only	False	False	False	I	ITR-FLIP[2-144](+)
itr_only	2.5	0	0.00025065169440545415	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	2.5	0	0.00025065169440545415	itr_only	True	False	False	I	ITR-FLIP[2-145](+) ITR-FLIP[1-145](+)
itr_only	2.5	0	0.00025065169440545415	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[2-145](-)
itr_only	2.5	0	0.00025065169440545415	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[1-145](-)
itr_only	2.5	0	0.00025065169440545415	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	2.5	0	0.00025065169440545415	itr_only	True	False	False	I	ITR-FLIP[2-143](+) ITR-FLIP[1-145](+)
itr_only	2.5	0	0.00025065169440545415	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[9-145](-) ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[7-145](-) ITR-FLIP[3-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[7-144](-) ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[6-144](-) ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[6-143](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[6-142](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[5-145](-) ITR-FLIP[6-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[5-145](-) ITR-FLIP[4-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[5-145](-) ITR-FLIP[1-143](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[5-145](-) ITR-FLIP[1-141](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[5-143](-) ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[4-145](-) ITR-FLIP[4-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[4-142](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[3-145](-) ITR-FLIP[1-144](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[3-145](-) ITR-FLIP[1-141](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[3-140](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[2-146](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[1-140](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[2-145](-) ITR-FLIP[1-138](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[2-144](-) ITR-FLIP[1-143](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[2-143](-) ITR-FLIP[1-146](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[2-143](-) ITR-FLIP[1-143](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[6-143](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[4-143](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[2-144](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[2-139](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-144](-) ITR-FLIP[8-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-143](-) ITR-FLIP[4-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-142](-) ITR-FLIP[7-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-142](-) ITR-FLIP[1-144](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-141](-) ITR-FLIP[2-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-140](-) ITR-FLIP[2-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[1-134](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[7-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[5-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[3-145](+)
itr_only	2.0	0	0.00020052135552436334	itr_only	False	False	False	I	ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[5-145](-) ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[2-145](+) ITR-FLIP[2-145](+)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-147](-) ITR-FLIP[1-145](-)
itr_only	2.0	0	0.00020052135552436334	itr_only	True	False	False	I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-)
