Bin	Sequences	Proportion	Patterns	Percent Full
snapback	9950.0	0.9949005099490051	10373	0.21105527638190955%
irregular_payload	27.0	0.0026997300269973002	30	0.0%
untileable_sequences	18.0	0.0017998200179982	0	0.0%
truncated_right	4.0	0.00039996000399960006	4	0.0%
other	2.0	0.00019998000199980003	3	0.0%
Totals	10001.0	1.0	10410


Subclassification	Sequences	Proportion of Sample	Tile Patterns	Proportion with a Full Payload
snapback	9950.0	0.9949	10373	0.0021105527638190956
Subclassification	Sequence Count	Repeats	Proportion of snapback	Linearity	Contains Irregular ITRs	Contains PolyX	Contains a Full Payload	Tokenized	Tile Pattern
snapback	7.0	0	0.0007035175879396985	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[158-2865](-) Payload[247-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	6.0	0	0.0006030150753768845	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[954-2865](-) Payload[954-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	6.0	0	0.0006030150753768845	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-89](+) Payload[3-89](-) ITR-FLIP[21-165](-)
snapback	6.0	0	0.0006030150753768845	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[246-2865](-) Payload[154-2865](+) ITR-FLIP[21-165](-)
snapback	6.0	0	0.0006030150753768845	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-392](+) Payload[2-392](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	6.0	0	0.0006030150753768845	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-194](+) Payload[2-392](-) ITR-FLIP[21-165](-)
snapback	6.0	0	0.0006030150753768845	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[158-2865](-) Payload[247-2865](+) ITR-FLIP[21-165](-)
snapback	6.0	0	0.0006030150753768845	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[1042-2865](-) Payload[1021-2865](+) ITR-FLIP[21-165](-)
snapback	6.0	0	0.0006030150753768845	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[9-2865](-) Payload[45-2865](+) ITR-FLIP[21-165](-)
snapback	6.0	0	0.0006030150753768845	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-392](+) Payload[2-392](-) ITR-FLIP[21-165](-)
snapback	5.0	0	0.0005025125628140704	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-317](+) Payload[3-232](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	5.0	0	0.0005025125628140704	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-317](+) Payload[3-232](-) ITR-FLIP[21-165](-)
snapback	5.0	0	0.0005025125628140704	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-315](+) Payload[3-315](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	5.0	0	0.0005025125628140704	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[21-165](-)
snapback	5.0	0	0.0005025125628140704	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[954-2865](-) Payload[954-2865](+) ITR-FLIP[21-165](-)
snapback	5.0	0	0.0005025125628140704	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-79](+) Payload[3-64](-) ITR-FLIP[21-165](-)
snapback	5.0	0	0.0005025125628140704	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-312](+) Payload[3-455](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	5.0	0	0.0005025125628140704	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[247-2865](-) Payload[158-2865](+) ITR-FLIP[21-165](-)
snapback	5.0	0	0.0005025125628140704	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1385-2865](-) Payload[1348-2865](+) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[675-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[675-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[672-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[45-2865](-) Payload[9-2865](+) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[377-2865](-) Payload[245-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[377-2865](-) Payload[245-2865](+) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-635](+) Payload[3-727](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-312](+) Payload[3-455](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-244](+) Payload[5-244](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-231](+) Payload[3-321](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2210-2865](-) Payload[2198-2865](+) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-392](+) Payload[2-392](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-254](+) Payload[2-192](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-198](+) Payload[2-198](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-1122](+) Payload[2-1111](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[1026-2865](-) Payload[1021-2865](+) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[377-2865](-) Payload[245-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-99](+) Payload[3-99](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-89](+) Payload[3-89](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-64](+) Payload[3-79](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-244](+) Payload[5-244](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[246-2865](-) Payload[154-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-159](+) Payload[2-159](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	4.0	0	0.0004020100502512563	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1042-2865](-) Payload[1021-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[2-145](-) ITR-FLIP[1-145](-) Payload[1385-2865](-) Payload[1348-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[954-2865](-) Payload[954-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[9-2865](-) Payload[45-2863](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[674-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[669-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[671-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[671-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[5-317](+) Payload[3-232](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[45-2865](-) Payload[9-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[4-244](+) Payload[3-244](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[350-2865](-) Payload[308-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-730](+) Payload[3-624](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-727](+) Payload[3-635](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-635](+) Payload[3-727](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-455](+) Payload[3-312](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-353](+) Payload[3-369](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-353](+) Payload[3-369](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-315](+) Payload[3-315](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-244](+) Payload[4-244](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-232](+) Payload[3-317](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[3-231](+) Payload[3-321](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2778-2865](-) Payload[2763-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2763-2865](-) Payload[2778-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2618-2865](-) Payload[2595-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2603-2865](-) Payload[2610-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[247-2865](-) Payload[158-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2439-2865](-) Payload[2417-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[240-2865](-) Payload[244-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2215-2865](-) Payload[2260-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-392](+) Payload[2-194](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-254](+) Payload[2-192](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[2-153](+) Payload[2-196](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[1385-2865](-) Payload[1354-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[1348-2865](-) Payload[1385-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[1042-2865](-) Payload[1021-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[1038-2865](-) Payload[1050-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[954-2865](-) Payload[954-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[675-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[671-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[5-232](+) Payload[3-317](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[45-2865](-) Payload[9-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-730](+) Payload[3-624](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-635](+) Payload[3-727](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-625](+) Payload[3-731](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-317](+) Payload[5-232](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-317](+) Payload[3-232](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-232](+) Payload[3-317](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[3-231](+) Payload[3-321](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2655-2865](-) Payload[2678-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2595-2865](-) Payload[2618-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[245-2865](-) Payload[377-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-196](+) Payload[2-153](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-156](+) Payload[2-198](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[2-1122](+) Payload[2-1111](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) ITR-FLIP[1-145](-) Payload[1348-2865](-) Payload[1385-2865](+) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	False	False	False	I P P I	ITR-FLIP[1-144](-) Payload[3-731](+) Payload[3-625](-) ITR-FLIP[21-165](-)
snapback	3.0	0	0.00030150753768844223	non_linear	True	False	False	I P P I	ITR-FLIP[1-143](-) ITR-FLIP[1-145](-) Payload[247-2865](-) Payload[158-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[5-145](-) Payload[1042-2865](-) Payload[1021-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	True	False	False	I P P I	ITR-FLIP[4-145](-) ITR-FLIP[1-145](-) Payload[246-2865](-) Payload[154-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[3-145](-) Payload[377-2863](-) Payload[245-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	True	False	False	I P P I	ITR-FLIP[3-145](-) Payload[3-232](+) Payload[3-317](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	True	False	False	I P P I	ITR-FLIP[3-145](-) ITR-FLIP[1-145](-) Payload[5-244](+) Payload[3-244](-) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	True	False	False	I P P I	ITR-FLIP[3-145](-) ITR-FLIP[1-145](-) Payload[1021-2865](-) Payload[1042-2865](+) ITR-FLIP[23-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[991-2865](-) Payload[991-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[958-2865](-) Payload[954-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[957-2865](-) Payload[955-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[949-2865](-) Payload[918-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[942-2865](-) Payload[915-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[9-2865](-) Payload[45-2865](+) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[9-2865](-) Payload[45-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[9-2865](-) Payload[21-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[7-244](+) Payload[3-244](-) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[672-2865](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[672-2861](-) Payload[564-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[658-2865](-) Payload[557-2865](+) ITR-FLIP[21-164](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[566-2865](-) Payload[675-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[674-2865](+) ITR-FLIP[21-163](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[564-2865](-) Payload[672-2865](+) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[5-64](+) Payload[3-79](-) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	False	False	False	I P P I	ITR-FLIP[1-145](-) Payload[5-455](+) Payload[3-312](-) ITR-FLIP[21-165](-)
snapback	2.0	0	0.00020100502512562814	non_linear	True	False	False	I P P I	ITR-FLIP[1-145](-) Payload[5-244](+) Payload[3-244](-) ITR-FLIP[21-165](-) ITR-FLIP[21-165](-)
